ensembl,gene_name,uniprot
ENSG00000100078,PLA2G3,Q9NZ20
ENSG00000127472,PLA2G5,P39877
ENSG00000188257,PLA2G2A,P14555
ENSG00000138964,PARVG,Q9HBI0
ENSG00000171053,PATE1,Q8WXA2
ENSG00000113555,PCDH12,Q9NPG4
ENSG00000166341,DCHS1,Q96JQ0
ENSG00000189184,PCDH18,Q9HCL0
ENSG00000112852,PCDHB2,Q9Y5E7
ENSG00000113209,PCDHB5,Q9Y5E4
ENSG00000113212,PCDHB7,Q9Y5E2
ENSG00000120322,PCDHB8,Q9UN66
ENSG00000177839,PCDHB9,Q9Y5E1
ENSG00000197479,PCDHB11,Q9Y5F2
ENSG00000187372,PCDHB13,Q9Y5F0
ENSG00000120327,PCDHB14,Q9Y5E9
ENSG00000081853,PCDHGA2,Q9Y5H1
ENSG00000262576,PCDHGA4,Q9Y5G9
ENSG00000253731,PCDHGA6,Q9Y5G7
ENSG00000276547,PCDHGB5,Q9Y5G0
ENSG00000254122,PCDHGB7,Q9Y5F8
ENSG00000213625,LEPROT,O15243
ENSG00000280090,OR8B4,Q96RC9
ENSG00000137252,HCRTR2,O43614
ENSG00000169860,P2RY1,P47900
ENSG00000171631,P2RY6,Q15077
ENSG00000182162,P2RY8,Q86VZ1
ENSG00000169313,P2RY12,Q9H244
ENSG00000154143,PANX3,Q96QZ0
ENSG00000178184,PARD6G,Q9BYG4
ENSG00000116288,PARK7,Q99497
ENSG00000188677,PARVB,Q9HBI1
ENSG00000141433,ADCYAP1,P18509
ENSG00000243444,PALM2,Q8IXS6
ENSG00000099864,PALM,O75781
ENSG00000149090,PAMR1,Q6UXH9
ENSG00000169116,PARM1,Q6UWI2
ENSG00000236027,PATE3,B3GLJ2
ENSG00000237353,PATE4,P0C8F1
ENSG00000099715,PCDH11Y,Q9BZA8
ENSG00000150275,PCDH15,Q96QU1
ENSG00000118946,PCDH17,O14917
ENSG00000249158,PCDHA11,Q9Y5I1
ENSG00000095464,PDE6C,P51160
ENSG00000160191,PDE9A,O76083
ENSG00000100311,PDGFB,P01127
ENSG00000145431,PDGFC,Q9NRA1
ENSG00000143341,HMCN1,Q96RW7
ENSG00000256045,MTRNR2L10,P0CJ77
ENSG00000232196,MTRNR2L4,P0CJ71
ENSG00000255823,MTRNR2L8,P0CJ75
ENSG00000257017,HP,P00738
ENSG00000080824,HSP90AA1,P07900
ENSG00000166033,HTRA1,Q92743
ENSG00000211942,IGHV3-13,P01766
ENSG00000282286,IGHV3-13,P01766
ENSG00000211964,IGHV3-48,P01763
ENSG00000282627,IGHV3-48,P01763
ENSG00000122986,HVCN1,Q96D96
ENSG00000068001,HYAL2,Q12891
ENSG00000137070,IL11RA,Q14626
ENSG00000123496,IL13RA2,Q14627
ENSG00000104998,IL27RA,Q6UWB1
ENSG00000211973,IGHV1-69,P01742
ENSG00000282350,IGHV1-69,P01742
ENSG00000274576,IGHV2-70,P01814
ENSG00000211941,IGHV3-11,P01762
ENSG00000282322,IGHV3-11,P01762
ENSG00000211947,IGHV3-21,A0A0B4J1V1
ENSG00000282281,IGHV3-21,A0A0B4J1V1
ENSG00000270550,IGHV3-30,P01768
ENSG00000282777,IGHV3-30,P01768
ENSG00000211967,IGHV3-53,P01767
ENSG00000282593,IGHV3-53,P01767
ENSG00000096996,IL12RB1,P42701
ENSG00000131724,IL13RA1,P78552
ENSG00000136695,IL36RN,Q9UBH0
ENSG00000115461,IGFBP5,P24593
ENSG00000167779,IGFBP6,P24592
ENSG00000163453,IGFBP7,Q16270
ENSG00000137142,IGFBPL1,Q8WX77
ENSG00000185201,IFITM2,Q01629
ENSG00000142089,IFITM3,Q01628
ENSG00000186803,IFNA10,P01566
ENSG00000234829,IFNA17,P01571
ENSG00000188379,IFNA2,P01563
ENSG00000120235,IFNA6,P05013
ENSG00000147896,IFNK,Q9P0W0
ENSG00000174498,IGDCC3,Q8IVU1
ENSG00000103742,IGDCC4,Q8TDY8
ENSG00000140443,IGF1R,P08069
ENSG00000017427,IGF1,P05019
ENSG00000144847,IGSF11,Q5DX21
ENSG00000216588,IGSF23,A1L1A6
ENSG00000115604,IL18R1,Q13478
ENSG00000261701,HPR,P00739
ENSG00000113905,HRG,P04196
ENSG00000109971,HSPA8,P11142
ENSG00000204642,HLA-F,P30511
ENSG00000206509,HLA-F,P30511
ENSG00000229698,HLA-F,P30511
ENSG00000137403,HLA-F,P30511
ENSG00000235220,HLA-F,P30511
ENSG00000237508,HLA-F,P30511
ENSG00000148357,HMCN2,Q8NDA2
ENSG00000145681,HAPLN1,P10915
ENSG00000187664,HAPLN4,Q86UW8
ENSG00000211962,IGHV1-46,P01743
ENSG00000282131,IGHV1-46,P01743
ENSG00000211938,IGHV3-7,P01780
ENSG00000282211,IGHV3-7,P01780
ENSG00000211955,IGHV3-33,P01772
ENSG00000211965,IGHV3-49,A0A0A0MS15
ENSG00000275316,IGHV3-49,A0A0A0MS15
ENSG00000101180,HRH3,Q9Y5N1
ENSG00000134489,HRH4,Q9H3N8
ENSG00000177663,IL17RA,Q96F46
ENSG00000163702,IL17RC,Q8NAC3
ENSG00000137496,IL18BP,O95998
ENSG00000016402,IL20RA,Q9UHF4
ENSG00000142677,IL22RA1,Q8N6P7
ENSG00000090339,ICAM1,P05362
ENSG00000163600,ICOS,Q9Y6W8
ENSG00000126709,IFI6,P09912
ENSG00000244242,IFITM10,A6NMD0
ENSG00000185885,IFITM1,P13164
ENSG00000206013,IFITM5,A6NNB3
ENSG00000228083,IFNA14,P01570
ENSG00000197919,IFNA1,P01562
ENSG00000233816,IFNA13,P01562
ENSG00000147873,IFNA5,P01569
ENSG00000211956,IGHV4-34,P06331
ENSG00000276491,IGHV4-34,P06331
ENSG00000224373,IGHV4-59,P01825
ENSG00000282691,IGHV4-59,P01825
ENSG00000106304,SPAM1,P38567
ENSG00000146678,IGFBP1,P08833
ENSG00000171855,IFNB1,P01574
ENSG00000134812,GIF,P27352
ENSG00000188293,IGFL1,Q6UW32
ENSG00000134256,CD101,Q93033
ENSG00000143061,IGSF3,O75054
ENSG00000183067,IGSF5,Q9NSI5
ENSG00000150782,IL18,Q14116
ENSG00000103522,IL21R,Q9HBE5
ENSG00000138684,IL21,Q9HBE4
ENSG00000162594,IL23R,Q5VWK5
ENSG00000109471,IL2,P60568
ENSG00000137033,IL33,O95760
ENSG00000185291,IL3RA,P26951
ENSG00000160712,IL6R,P08887
ENSG00000110324,IL10RA,Q13651
ENSG00000243646,IL10RB,Q08334
ENSG00000134470,IL15RA,Q13261
ENSG00000056736,IL17RB,Q9NRM6
ENSG00000144730,IL17RD,Q8NFM7
ENSG00000149131,SERPING1,P05155
ENSG00000108622,ICAM2,P13598
ENSG00000076662,ICAM3,P32942
ENSG00000160223,ICOSLG,O75144
ENSG00000119912,IDE,P14735
ENSG00000197110,IFNL3,Q8IZI9
ENSG00000167244,IGF2,P01344
ENSG00000126246,IGFLR1,Q9H665
ENSG00000169194,IL13,P35225
ENSG00000164136,IL15,P40933
ENSG00000127743,IL17B,Q9UHF5
ENSG00000124391,IL17C,Q9P0M4
ENSG00000172458,IL17D,Q8TAD2
ENSG00000112116,IL17F,Q96PD4
ENSG00000112115,IL17A,Q16552
ENSG00000196083,IL1RAP,Q9NPH3
ENSG00000115008,IL1A,P01583
ENSG00000162891,IL20,Q9NYY1
ENSG00000111536,IL26,Q9NPH9
ENSG00000100385,IL2RB,P14784
ENSG00000147168,IL2RG,P31785
ENSG00000113525,IL5,P05113
ENSG00000134352,IL6ST,P40189
ENSG00000124334,IL9R,Q01113
ENSG00000145103,ILDR1,Q86SU0
ENSG00000166333,ILK,Q13418
ENSG00000135245,HILPDA,Q9Y5L2
ENSG00000270188,MTRNR2L11,S4R3Y5
ENSG00000256222,MTRNR2L3,P0CJ70
ENSG00000256892,MTRNR2L7,P0CJ74
ENSG00000152413,HOMER1,Q86YM7
ENSG00000113749,HRH2,P25021
ENSG00000211937,IGHV2-5,P01817
ENSG00000277318,IGHV2-5,P01817
ENSG00000211949,IGHV3-23,P01764
ENSG00000281962,IGHV3-23,P01764
ENSG00000174564,IL20RB,Q6UXL0
ENSG00000164485,IL22RA2,Q969J5
ENSG00000121351,IAPP,P10997
ENSG00000115457,IGFBP2,P18065
ENSG00000146674,IGFBP3,P17936
ENSG00000141753,IGFBP4,P22692
ENSG00000170801,HTRA3,P83110
ENSG00000169495,HTRA4,P83105
ENSG00000147885,IFNA16,P05015
ENSG00000137080,IFNA21,P01568
ENSG00000120242,IFNA8,P32881
ENSG00000184995,IFNE,Q86WN2
ENSG00000211899,IGHM,P01871
ENSG00000282657,IGHM,P01871
ENSG00000142549,IGLON5,A6NGN9
ENSG00000132849,PATJ,Q8NI35
ENSG00000211934,IGHV1-2,P23083
ENSG00000282550,IGHV1-2,P23083
ENSG00000211959,IGHV4-39,P01824
ENSG00000282579,IGHV4-39,P01824
ENSG00000114378,HYAL1,Q12794
ENSG00000186792,HYAL3,O43820
ENSG00000122591,FAM126A,Q9BYI3
ENSG00000081985,IL12RB2,Q99665
ENSG00000163701,IL17RE,Q8NFR9
ENSG00000115607,IL18RAP,O95256
ENSG00000105371,ICAM4,Q14773
ENSG00000105376,ICAM5,Q9UMF0
ENSG00000074706,IPCEF1,Q8WWN9
ENSG00000128040,SPINK2,P20155
ENSG00000178172,SPINK6,Q6UWN8
ENSG00000129009,ISLR,O14498
ENSG00000160593,JAML,Q86YT9
ENSG00000137261,KIAA0319,Q5VV43
ENSG00000114302,PRKAR2A,P13861
ENSG00000142875,PRKACB,P22694
ENSG00000107821,KAZALD1,Q96I82
ENSG00000178695,KCTD12,Q96CX2
ENSG00000182255,KCNA4,P22459
ENSG00000130037,KCNA5,P22460
ENSG00000158445,KCNB1,Q14721
ENSG00000131398,KCNC3,Q14003
ENSG00000171385,KCND3,Q9UK17
ENSG00000026559,KCNG1,Q9UIX4
ENSG00000178342,KCNG2,Q9UJ96
ENSG00000171126,KCNG3,Q8TAE7
ENSG00000082482,KCNK2,O95069
ENSG00000070413,DGCR2,P98153
ENSG00000152778,IFIT5,Q13325
ENSG00000236637,IFNA4,P05014
ENSG00000111537,IFNG,P01579
ENSG00000183709,IFNL2,Q8IZJ0
ENSG00000204869,IGFL4,Q6B9Z1
ENSG00000182700,IGIP,A6NJ69
ENSG00000132465,JCHAIN,P01591
ENSG00000162729,IGSF8,Q969P0
ENSG00000172349,IL16,Q14005
ENSG00000142224,IL19,Q9UHD0
ENSG00000115590,IL1R2,P27930
ENSG00000134460,IL2RA,P01589
ENSG00000164509,IL31RA,Q8NI17
ENSG00000125571,IL37,Q9NZH6
ENSG00000100368,CSF2RB,P32927
ENSG00000185436,IFNLR1,Q8IU57
ENSG00000120211,INSL4,Q14641
ENSG00000140575,IQGAP1,P46940
ENSG00000100593,ISM2,Q6H9L7
ENSG00000143127,ITGA10,O75578
ENSG00000164171,ITGA2,P17301
ENSG00000156886,ITGAD,Q13349
ENSG00000083457,ITGAE,P38570
ENSG00000169896,ITGAM,P11215
ENSG00000138448,ITGAV,P06756
ENSG00000055955,ITIH4,Q14624
ENSG00000154118,JPH3,Q8WXH2
ENSG00000007202,KIAA0100,Q14667
ENSG00000011201,ANOS1,P23352
ENSG00000108946,PRKAR1A,P10644
ENSG00000127318,IL22,Q9GZX6
ENSG00000162892,IL24,Q13007
ENSG00000197272,IL27,Q8NEV9
ENSG00000105246,EBI3,Q14213
ENSG00000159110,IFNAR2,P48551
ENSG00000027697,IFNGR1,P15260
ENSG00000139269,INHBE,P58166
ENSG00000164266,SPINK1,P00995
ENSG00000091409,ITGA6,P23229
ENSG00000055957,ITIH1,P19827
ENSG00000158764,ITLN2,Q8WWU7
ENSG00000177047,IFNW1,P05000
ENSG00000204866,IGFL2,Q6UWQ7
ENSG00000147255,IGSF1,Q8N6C5
ENSG00000140749,IGSF6,O95976
ENSG00000283934,IGSF6,O95976
ENSG00000163501,IHH,Q14623
ENSG00000136634,IL10,P22301
ENSG00000095752,IL11,P20809
ENSG00000113302,IL12B,P29460
ENSG00000125538,IL1B,P01584
ENSG00000136697,IL1F10,Q8WWZ1
ENSG00000115594,IL1R1,P14778
ENSG00000136689,IL1RN,P18510
ENSG00000110944,IL23A,Q9NPF7
ENSG00000204671,IL31,Q6EBC2
ENSG00000008517,IL32,P24001
ENSG00000169429,CXCL8,P10145
ENSG00000115602,IL1RL1,Q01638
ENSG00000081148,IMPG2,Q9BZV3
ENSG00000159128,IFNGR2,P38484
ENSG00000262795,IFNGR2,P38484
ENSG00000123999,INHA,P05111
ENSG00000120210,INSL6,Q9Y581
ENSG00000254647,INS,P01308
ENSG00000188488,SERPINA5,P05154
ENSG00000122711,SPINK4,O60575
ENSG00000101230,ISM1,B1AKI9
ENSG00000214042,IFNA7,P01567
ENSG00000182393,IFNL1,Q8IU54
ENSG00000188624,IGFL3,Q6UXB1
ENSG00000211898,IGHD,P01880
ENSG00000168811,IL12A,P29459
ENSG00000166090,IL25,Q9H293
ENSG00000136694,IL36A,Q9UHA7
ENSG00000136688,IL36G,Q9NZH8
ENSG00000077238,IL4R,P24394
ENSG00000091181,IL5RA,Q01344
ENSG00000136244,IL6,P05231
ENSG00000168685,IL7R,P16871
ENSG00000145839,IL9,P15248
ENSG00000142166,IFNAR1,P17181
ENSG00000175189,INHBC,P55103
ENSG00000172410,INSL5,Q9Y5Q6
ENSG00000027644,INSRR,P14616
ENSG00000171105,INSR,P06213
ENSG00000197406,DIO3,P55073
ENSG00000148841,ITPRIP,Q8IWB1
ENSG00000214510,SPINK13,Q1W4C9
ENSG00000196800,SPINK14,Q6IE38
ENSG00000167178,ISLR2,Q6UXK2
ENSG00000213949,ITGA1,P56199
ENSG00000005961,ITGA2B,P08514
ENSG00000005884,ITGA3,P26006
ENSG00000115232,ITGA4,P13612
ENSG00000161638,ITGA5,P08648
ENSG00000135424,ITGA7,Q13683
ENSG00000077943,ITGA8,P53708
ENSG00000005844,ITGAL,P20701
ENSG00000140678,ITGAX,P20702
ENSG00000150093,ITGB1,P05556
ENSG00000160255,ITGB2,P05107
ENSG00000259207,ITGB3,P05106
ENSG00000119185,ITGB1BP1,O14713
ENSG00000078747,ITCH,Q96J02
ENSG00000205442,IZUMO3,Q5VZ72
ENSG00000112706,IMPG1,Q17R60
ENSG00000122641,INHBA,P08476
ENSG00000163083,INHBB,P09529
ENSG00000148384,INPP5E,Q9NRR6
ENSG00000248099,INSL3,P51460
ENSG00000237693,IRGM,A1A4Y4
ENSG00000189108,IL1RAPL2,Q9NP60
ENSG00000133710,SPINK5,Q9NQ38
ENSG00000229453,SPINK8,P0C7L1
ENSG00000157368,IL34,Q6ZMJ4
ENSG00000136696,IL36B,Q9NZH7
ENSG00000164399,IL3,P08700
ENSG00000113520,IL4,P05112
ENSG00000104432,IL7,P13232
ENSG00000115598,IL1RL2,Q9HB29
ENSG00000133124,IRS4,O14654
ENSG00000145879,SPINK7,P58062
ENSG00000137809,ITGA11,Q9UKX5
ENSG00000144668,ITGA9,Q13797
ENSG00000132470,ITGB4,P16144
ENSG00000082781,ITGB5,P18084
ENSG00000115221,ITGB6,P18564
ENSG00000198542,ITGBL1,O95965
ENSG00000135916,ITM2C,Q9NQX7
ENSG00000104369,JPH1,Q9HDC5
ENSG00000149596,JPH2,Q9BR39
ENSG00000142687,KIAA0319L,Q8IZA0
ENSG00000107104,KANK1,Q14678
ENSG00000169282,KCNAB1,Q14722
ENSG00000069424,KCNAB2,Q13303
ENSG00000008118,CAMK1G,Q96NX5
ENSG00000145349,CAMK2D,Q13557
ENSG00000185774,KCNIP4,Q6PIL6
ENSG00000177807,KCNJ10,P78508
ENSG00000175538,KCNE3,Q9Y6H6
ENSG00000276885,KIR2DS4,P43632
ENSG00000274957,KIR2DS4,P43632
ENSG00000276634,KIR2DS4,P43632
ENSG00000275731,KIR2DS4,P43632
ENSG00000276395,KIR2DS4,P43632
ENSG00000275353,KIR2DS4,P43632
ENSG00000274947,KIR2DS4,P43632
ENSG00000274406,KIR2DS4,P43632
ENSG00000276154,KIR2DS4,P43632
ENSG00000104970,KIR3DX1,Q9H7L2
ENSG00000276848,KIR3DX1,Q9H7L2
ENSG00000275918,KIR3DX1,Q9H7L2
ENSG00000276033,KIR3DX1,Q9H7L2
ENSG00000129451,KLK10,O43240
ENSG00000167754,KLK5,Q9Y337
ENSG00000169306,IL1RAPL1,Q9NZN1
ENSG00000187608,ISG15,P05161
ENSG00000204909,SPINK9,Q5DT21
ENSG00000166086,JAM3,Q9BX67
ENSG00000188191,PRKAR1B,P31321
ENSG00000005249,PRKAR2B,P31323
ENSG00000284096,PRKAR2B,P31323
ENSG00000182132,KCNIP1,Q9NZI2
ENSG00000184185,KCNJ12,Q14500
ENSG00000153822,KCNJ16,Q9NPI9
ENSG00000156113,KCNMA1,Q12791
ENSG00000177301,KCNA2,P16389
ENSG00000129159,KCNC1,P48547
ENSG00000184408,KCND2,Q9NZV8
ENSG00000182450,KCNK4,Q9NYG8
ENSG00000169427,KCNK9,Q9NPC2
ENSG00000124134,KCNS1,Q96KK3
ENSG00000139330,KERA,O60938
ENSG00000243772,KIR2DL3,P43628
ENSG00000274830,KIR2DL3,P43628
ENSG00000276218,KIR2DL3,P43628
ENSG00000277484,KIR2DL3,P43628
ENSG00000276590,KIR2DL3,P43628
ENSG00000278327,KIR2DL3,P43628
ENSG00000277554,KIR2DL3,P43628
ENSG00000275658,KIR2DL3,P43628
ENSG00000273887,KIR2DL3,P43628
ENSG00000274952,KIR2DL3,P43628
ENSG00000274410,KIR2DL3,P43628
ENSG00000275008,KIR2DL3,P43628
ENSG00000274108,KIR2DL3,P43628
ENSG00000275623,KIR2DL3,P43628
ENSG00000274402,KIR2DL3,P43628
ENSG00000277317,KIR2DL3,P43628
ENSG00000277924,KIR2DL3,P43628
ENSG00000276459,KIR2DL3,P43628
ENSG00000284333,KIR2DL3,P43628
ENSG00000283708,KIR2DL3,P43628
ENSG00000283702,KIR2DL3,P43628
ENSG00000283790,KIR2DL3,P43628
ENSG00000284504,KIR2DL3,P43628
ENSG00000284510,KIR2DL3,P43628
ENSG00000277657,KIR2DS3,Q14952
ENSG00000278306,KIR2DS3,Q14952
ENSG00000277163,KIR2DS3,Q14952
ENSG00000111796,KLRB1,Q12918
ENSG00000150045,KLRF1,Q9NZS2
ENSG00000139187,KLRG1,Q96E93
ENSG00000005483,KMT2E,Q8IZD2
ENSG00000184304,PRKD1,Q15139
ENSG00000126583,PRKCG,P05129
ENSG00000188508,KRTDAP,P60985
ENSG00000243466,IGKV1-5,P01602
ENSG00000282801,IGKV1-5,P01602
ENSG00000240864,IGKV1-16,P04430
ENSG00000282282,IGKV1-16,P04430
ENSG00000242371,IGKV1-39,P01597
ENSG00000282120,IGKV1-39,P01597
ENSG00000241244,IGKV1D-16,P01601
ENSG00000100221,JOSD1,Q15040
ENSG00000092051,JPH4,Q96JJ6
ENSG00000141551,CSNK1D,P48730
ENSG00000183775,KCTD16,Q68DU8
ENSG00000151704,KCNJ1,P48048
ENSG00000168135,KCNJ4,P48050
ENSG00000171303,KCNK3,O14649
ENSG00000053918,KCNQ1,P51787
ENSG00000138669,PRKG2,Q13237
ENSG00000204019,CT83,Q5H943
ENSG00000134962,KLB,Q86Z14
ENSG00000102893,PHKB,Q93100
ENSG00000163932,PRKCD,Q05655
ENSG00000125498,KIR2DL1,P43626
ENSG00000278738,KIR2DL1,P43626
ENSG00000273794,KIR2DL1,P43626
ENSG00000278821,KIR2DL1,P43626
ENSG00000276625,KIR2DL1,P43626
ENSG00000277833,KIR2DL1,P43626
ENSG00000278495,KIR2DL1,P43626
ENSG00000189013,KIR2DL4,Q99706
ENSG00000274232,KIR2DL4,Q99706
ENSG00000275456,KIR2DL4,Q99706
ENSG00000275317,KIR2DL4,Q99706
ENSG00000277362,KIR2DL4,Q99706
ENSG00000277750,KIR2DL4,Q99706
ENSG00000273575,KIR2DL4,Q99706
ENSG00000278271,KIR2DL4,Q99706
ENSG00000278430,KIR2DL4,Q99706
ENSG00000276044,KIR2DL4,Q99706
ENSG00000278074,KIR2DL4,Q99706
ENSG00000274609,KIR2DL4,Q99706
ENSG00000276779,KIR2DL4,Q99706
ENSG00000274955,KIR2DL4,Q99706
ENSG00000277964,KIR2DL4,Q99706
ENSG00000275699,KIR2DL4,Q99706
ENSG00000284460,KIR2DL4,Q99706
ENSG00000284365,KIR2DL4,Q99706
ENSG00000283961,KIR2DL4,Q99706
ENSG00000283869,KIR2DL4,Q99706
ENSG00000284509,KIR2DL4,Q99706
ENSG00000277885,KIR2DS2,P43631
ENSG00000276425,KIR2DS2,P43631
ENSG00000274438,KIR2DS2,P43631
ENSG00000274518,KIR2DS2,P43631
ENSG00000275253,KIR2DS2,P43631
ENSG00000276139,KIR2DS2,P43631
ENSG00000275452,KIR2DS2,P43631
ENSG00000278300,KIR2DS2,P43631
ENSG00000275737,KIR2DS2,P43631
ENSG00000275735,KIR2DS2,P43631
ENSG00000276258,KIR2DS2,P43631
ENSG00000278152,KIR2DS2,P43631
ENSG00000240403,KIR3DL2,P43630
ENSG00000278809,KIR3DL2,P43630
ENSG00000278474,KIR3DL2,P43630
ENSG00000277181,KIR3DL2,P43630
ENSG00000274722,KIR3DL2,P43630
ENSG00000278442,KIR3DL2,P43630
ENSG00000275566,KIR3DL2,P43630
ENSG00000276357,KIR3DL2,P43630
ENSG00000275083,KIR3DL2,P43630
ENSG00000278361,KIR3DL2,P43630
ENSG00000276739,KIR3DL2,P43630
ENSG00000275626,KIR3DL2,P43630
ENSG00000275416,KIR3DL2,P43630
ENSG00000276004,KIR3DL2,P43630
ENSG00000283951,KIR3DL2,P43630
ENSG00000283975,KIR3DL2,P43630
ENSG00000284063,KIR3DL2,P43630
ENSG00000275434,KIR3DS1,Q14943
ENSG00000113645,WWC1,Q8IX03
ENSG00000170498,KISS1,Q15726
ENSG00000159792,PSKH1,P11801
ENSG00000242076,IGKV1-33,P01594
ENSG00000282811,IGKV1-33,P01594
ENSG00000244437,IGKV3-15,P01624
ENSG00000282447,IGKV3-15,P01624
ENSG00000211599,IGKV5-2,P06315
ENSG00000282172,IGKV5-2,P06315
ENSG00000159166,LAD1,O00515
ENSG00000101680,LAMA1,P25391
ENSG00000196569,LAMA2,P24043
ENSG00000053747,LAMA3,Q16787
ENSG00000112769,LAMA4,Q16363
ENSG00000091136,LAMB1,P07942
ENSG00000103257,SLC7A5,Q01650
ENSG00000092068,SLC7A8,Q9UHI5
ENSG00000177984,LCN15,Q6UWW0
ENSG00000267206,LCN6,P62502
ENSG00000139626,ITGB7,P26010
ENSG00000105855,ITGB8,P26012
ENSG00000151655,ITIH2,P19823
ENSG00000162267,ITIH3,Q06033
ENSG00000102313,ITIH6,Q6UXX5
ENSG00000179914,ITLN1,Q8WWA0
ENSG00000136156,ITM2B,Q9Y287
ENSG00000009765,IYD,Q6PHW0
ENSG00000182264,IZUMO1,Q8IYV9
ENSG00000158769,F11R,Q9Y624
ENSG00000154721,JAM2,P57087
ENSG00000156486,KCNS2,Q9ULS6
ENSG00000164794,KCNV1,Q6PIU1
ENSG00000174562,KLK15,Q9H2R5
ENSG00000142515,KLK3,P07288
ENSG00000169035,KLK7,P49862
ENSG00000129455,KLK8,O60259
ENSG00000213022,KLK9,Q9UKQ9
ENSG00000133116,KL,Q9UEF7
ENSG00000256797,KLRF2,D3W0D1
ENSG00000187961,KLHL17,Q6TDP4
ENSG00000167757,KLK11,Q9UBX7
ENSG00000186474,KLK12,Q9UKR0
ENSG00000167759,KLK13,Q9UKR3
ENSG00000167749,KLK4,Q9Y5K2
ENSG00000167755,KLK6,Q92876
ENSG00000134539,KLRD1,Q13241
ENSG00000188883,KLRG2,A4D1S0
ENSG00000113889,KNG1,P01042
ENSG00000171132,PRKCE,Q02156
ENSG00000065675,PRKCQ,Q04759
ENSG00000001631,KRIT1,O00522
ENSG00000141068,KSR1,Q8IVT5
ENSG00000239975,IGKV1D-33,P01593
ENSG00000198910,L1CAM,P32004
ENSG00000184925,LCN12,Q6JVE5
ENSG00000116299,KIAA1324,Q6UXG2
ENSG00000100665,SERPINA4,P29622
ENSG00000260458,KCNJ18,B7U540
ENSG00000182674,KCNB2,Q92953
ENSG00000168418,KCNG4,Q8TDN1
ENSG00000186795,KCNK18,Q7Z418
ENSG00000104783,KCNN4,O15554
ENSG00000107147,KCNT1,Q5JUK3
ENSG00000243335,KCTD7,Q96MP8
ENSG00000274676,KIR2DL5A,Q8N109
ENSG00000274143,KIR2DL5A,Q8N109
ENSG00000275596,KIR2DL5A,Q8N109
ENSG00000167633,KIR3DL1,P43629
ENSG00000274036,KIR3DL1,P43629
ENSG00000275288,KIR3DL1,P43629
ENSG00000276423,KIR3DL1,P43629
ENSG00000284426,KIR3DL1,P43629
ENSG00000274639,KIR3DL3,Q8N743
ENSG00000276196,KIR3DL3,Q8N743
ENSG00000116014,KISS1R,Q969F8
ENSG00000183560,IZUMO1R,A6ND01
ENSG00000167768,KRT1,P04264
ENSG00000072062,PRKACA,P17612
ENSG00000070808,CAMK2A,Q9UQM7
ENSG00000120049,KCNIP2,Q9NS61
ENSG00000111262,KCNA1,Q09470
ENSG00000177272,KCNA3,P22001
ENSG00000166006,KCNC2,Q96PR1
ENSG00000180509,KCNE1,P15382
ENSG00000159197,KCNE2,Q9Y6J6
ENSG00000143473,KCNH1,O95259
ENSG00000283965,KCNH1,O95259
ENSG00000055118,KCNH2,Q12809
ENSG00000135750,KCNK1,O00180
ENSG00000117013,KCNQ4,P56696
ENSG00000170745,KCNS3,Q9BQ31
ENSG00000162687,KCNT2,Q6UVM3
ENSG00000215262,KCNU1,A8MYU2
ENSG00000168263,KCNV2,Q8TDN2
ENSG00000183783,KCTD8,Q6ZWB6
ENSG00000197993,KEL,P23276
ENSG00000276615,KEL,P23276
ENSG00000183853,KIRREL1,Q96J84
ENSG00000126259,KIRREL2,Q6UWL6
ENSG00000149571,KIRREL3,Q8IZU9
ENSG00000244116,IGKV2-28,A0A075B6P5
ENSG00000282025,IGKV2-28,A0A075B6P5
ENSG00000243238,IGKV2-30,P06310
ENSG00000281933,IGKV2-30,P06310
ENSG00000239951,IGKV3-20,P01619
ENSG00000282402,IGKV3-20,P01619
ENSG00000211625,IGKV3D-20,A0A0C4DH25
ENSG00000204001,LCN8,Q6JVE9
ENSG00000168961,LGALS9,O00182
ENSG00000153012,LGI2,Q8N0V4
ENSG00000067177,PHKA1,P46020
ENSG00000154229,PRKCA,P17252
ENSG00000105287,PRKD2,Q9BZL6
ENSG00000165025,SYK,P43405
ENSG00000240382,IGKV1-17,P01599
ENSG00000281978,IGKV1-17,P01599
ENSG00000211598,IGKV4-1,P06312
ENSG00000251039,IGKV2D-40,P01614
ENSG00000091128,LAMB4,A4D0S4
ENSG00000132434,LANCL2,Q9NS86
ENSG00000213658,LAT,O43561
ENSG00000122188,LAX1,Q8IWV1
ENSG00000187922,LCN10,Q6JVE6
ENSG00000160349,LCN1,P31025
ENSG00000164406,LEAP2,Q969E1
ENSG00000243709,LEFTY1,O75610
ENSG00000213171,LINGO4,Q6UY18
ENSG00000169756,LIMS1,P48059
ENSG00000148943,LIN7C,Q9NUP9
ENSG00000162763,LRRC52,Q8N7C0
ENSG00000126243,LRFN3,Q9BTN0
ENSG00000185565,LSAMP,Q13449
ENSG00000138039,LHCGR,P22888
ENSG00000130592,LSP1,P33241
ENSG00000049323,LTBP1,Q14766
ENSG00000168056,LTBP3,Q9NS15
ENSG00000090006,LTBP4,Q8N2S1
ENSG00000243290,IGKV1-12,A0A0C4DH73
ENSG00000282694,IGKV1-12,A0A0C4DH73
ENSG00000241351,IGKV3-11,P04433
ENSG00000282823,IGKV3-11,P04433
ENSG00000278857,IGKV1D-12,P01611
