ensembl,gene_name,mouse_uniprot,mouse_ensembl,name
ENSG00000187664,HAPLN4,Q80WM4,ENSMUSG00000007594,Q86UW8
ENSG00000109220,CHIC2,Q9D9G3,ENSMUSG00000029229,Q9UKJ5
ENSG00000081052,COL4A4,Q9QZR9,ENSMUSG00000067158,P53420
ENSG00000110031,LPXN,Q99N69,ENSMUSG00000024696,O60711
ENSG00000278718,GSDMD,,,P57764
ENSG00000104518,GSDMD,Q9D8T2,ENSMUSG00000022575,P57764
ENSG00000117215,PLA2G2D,Q9WVF6,ENSMUSG00000041202,Q9UNK4
ENSG00000185344,ATP6V0A2,P15920,ENSMUSG00000038023,Q9Y487
ENSG00000156219,ART3,Q8R2G4,ENSMUSG00000034842,Q13508
ENSG00000092969,TGFB2,P27090,ENSMUSG00000039239,P61812
ENSG00000179218,CALR,P14211,ENSMUSG00000003814,P27797
ENSG00000275608,KIR3DS1,,,Q14943
ENSG00000274283,KIR3DS1,,,Q14943
ENSG00000276534,KIR3DS1,,,Q14943
ENSG00000276498,KIR3DS1,,,Q14943
ENSG00000077984,CST7,O89098,ENSMUSG00000068129,O76096
ENSG00000149489,ROM1,P32958,ENSMUSG00000071648,Q03395
ENSG00000187021,PNLIPRP1,Q5BKQ4,ENSMUSG00000042179,P54315
ENSG00000173431,RNASE8,,,Q8TDE3
ENSG00000278183,ABCC1,,,P33527
ENSG00000103222,ABCC1,O35379,ENSMUSG00000023088,P33527
ENSG00000101307,SIRPB1,,ENSMUSG00000037902,O00241
ENSG00000101307,SIRPB1,,ENSMUSG00000074677,O00241
ENSG00000101307,SIRPB1,,ENSMUSG00000095028,O00241
ENSG00000101307,SIRPB1,,ENSMUSG00000095788,O00241
ENSG00000099282,TSPAN15,F7BWT7,ENSMUSG00000037031,O95858
ENSG00000128595,CALU,O35887,ENSMUSG00000029767,O43852
ENSG00000132677,RHBG,,ENSMUSG00000103766,Q9H310
ENSG00000132677,RHBG,Q8BUX5,ENSMUSG00000104445,Q9H310
ENSG00000084710,EFR3B,Q6ZQ18,ENSMUSG00000020658,Q9Y2G0
ENSG00000113070,HBEGF,Q06186,ENSMUSG00000024486,Q99075
ENSG00000113070,HBEGF,Q06186,ENSMUSG00000024486,Q99075
ENSG00000101307,SIRPB1,,ENSMUSG00000037902,Q5TFQ8
ENSG00000101307,SIRPB1,,ENSMUSG00000074677,Q5TFQ8
ENSG00000101307,SIRPB1,,ENSMUSG00000095028,Q5TFQ8
ENSG00000101307,SIRPB1,,ENSMUSG00000095788,Q5TFQ8
ENSG00000106327,TFR2,Q9JKX3,ENSMUSG00000029716,Q9UP52
ENSG00000254647,INS,P01326,ENSMUSG00000000215,P01308
ENSG00000254647,INS,P01325,ENSMUSG00000035804,P01308
ENSG00000164010,ERMAP,,ENSMUSG00000028644,Q96PL5
ENSG00000197721,CR1L,,,Q2VPA4
ENSG00000278232,CRHR1,,,P34998
ENSG00000276191,CRHR1,,,P34998
ENSG00000120088,CRHR1,P35347,ENSMUSG00000018634,P34998
ENSG00000139209,SLC38A4,Q8R1S9,ENSMUSG00000022464,Q969I6
ENSG00000186810,CXCR3,O88410,ENSMUSG00000050232,P49682
ENSG00000241674,HLA-DMB,,,P28068
ENSG00000239329,HLA-DMB,,,P28068
ENSG00000241296,HLA-DMB,,,P28068
ENSG00000242092,HLA-DMB,,,P28068
ENSG00000226264,HLA-DMB,,,P28068
ENSG00000242386,HLA-DMB,,,P28068
ENSG00000242574,HLA-DMB,,,P28068
ENSG00000234154,HLA-DMB,,,P28068
ENSG00000186146,DEFB131,Q30KM9,ENSMUSG00000075572,P59861
ENSG00000113504,SLC12A7,Q9WVL3,ENSMUSG00000017756,Q9Y666
ENSG00000153246,PLA2R1,Q62028,ENSMUSG00000054580,Q13018
ENSG00000153246,PLA2R1,Q62028,ENSMUSG00000054580,Q13018
ENSG00000227567,APOM,,,O95445
ENSG00000235754,APOM,,,O95445
ENSG00000231974,APOM,,,O95445
ENSG00000206409,APOM,,,O95445
ENSG00000204444,APOM,,,O95445
ENSG00000224290,APOM,,,O95445
ENSG00000226215,APOM,,,O95445
ENSG00000075073,TACR2,P30549,ENSMUSG00000020081,P21452
ENSG00000175874,CREG2,Q8BGC9,ENSMUSG00000050967,Q8IUH2
ENSG00000103489,XYLT1,,ENSMUSG00000030657,Q86Y38
ENSG00000113645,WWC1,Q5SXA9,ENSMUSG00000018849,Q8IX03
ENSG00000277236,CCL14,,,Q16627
ENSG00000276409,CCL14,,,Q16627
ENSG00000174669,SLC29A2,Q61672,ENSMUSG00000024891,Q14542
ENSG00000138623,SEMA7A,Q9QUR8,ENSMUSG00000038264,O75326
ENSG00000170458,CD14,P10810,ENSMUSG00000051439,P08571
ENSG00000170458,CD14,P10810,ENSMUSG00000051439,P08571
ENSG00000004468,CD38,P56528,ENSMUSG00000029084,P28907
ENSG00000171603,CLSTN1,Q9EPL2,ENSMUSG00000039953,O94985
ENSG00000155465,SLC7A7,Q9Z1K8,ENSMUSG00000000958,Q9UM01
ENSG00000277730,SCGB1C2,,,P0DMR2
ENSG00000268320,SCGB1C2,,ENSMUSG00000038801,P0DMR2
ENSG00000184544,DHRS7C,Q8CHS7,ENSMUSG00000033044,A6NNS2
ENSG00000127129,EDN2,P22389,ENSMUSG00000028635,P20800
ENSG00000182957,SPATA13,,ENSMUSG00000021990,Q96N96
ENSG00000061337,LZTS1,P60853,ENSMUSG00000036306,Q9Y250
ENSG00000157617,C2CD2,,ENSMUSG00000045975,Q9Y426
ENSG00000136688,IL36G,,ENSMUSG00000044103,Q9NZH8
ENSG00000239998,LILRA2,,,Q8N149
ENSG00000275290,LILRA2,,,Q8N149
ENSG00000274000,LILRA2,,,Q8N149
ENSG00000278634,LILRA2,,,Q8N149
ENSG00000278634,LILRA2,,,Q8N149
ENSG00000167419,LPO,,ENSMUSG00000009356,P22079
ENSG00000123496,IL13RA2,O88786,ENSMUSG00000031289,Q14627
ENSG00000067182,TNFRSF1A,P25118,ENSMUSG00000030341,P19438
ENSG00000067182,TNFRSF1A,P25118,ENSMUSG00000030341,P19438
ENSG00000187045,TMPRSS6,Q9DBI0,ENSMUSG00000016942,Q8IU80
ENSG00000014257,ACPP,Q8CE08,ENSMUSG00000032561,P15309
ENSG00000014257,ACPP,Q8CE08,ENSMUSG00000032561,P15309
ENSG00000113594,LIFR,P42703,ENSMUSG00000054263,P42702
ENSG00000113594,LIFR,P42703,ENSMUSG00000054263,P42702
ENSG00000171365,CLCN5,Q9WVD4,ENSMUSG00000004317,P51795
ENSG00000169605,GKN1,,ENSMUSG00000030050,Q9NS71
ENSG00000151006,PRSS53,Q571E5,ENSMUSG00000044139,Q2L4Q9
ENSG00000163382,NAXE,Q8K4Z3,ENSMUSG00000028070,Q8NCW5
ENSG00000186188,FFAR4,Q7TMA4,ENSMUSG00000054200,Q5NUL3
ENSG00000230456,DDR1,,,Q08345
ENSG00000234078,DDR1,,,Q08345
ENSG00000137332,DDR1,,,Q08345
ENSG00000215522,DDR1,,,Q08345
ENSG00000204580,DDR1,Q03146,ENSMUSG00000003534,Q08345
ENSG00000204580,DDR1,Q03146,ENSMUSG00000003534,Q08345
ENSG00000163531,NFASC,Q810U3,ENSMUSG00000026442,O94856
ENSG00000146378,TAAR2,Q5QD17,ENSMUSG00000059763,Q9P1P5
ENSG00000174469,CNTNAP2,,,Q9UHC6
ENSG00000278728,CNTNAP2,,,Q9UHC6
ENSG00000103175,WFDC1,Q9ESH5,ENSMUSG00000023336,Q9HC57
ENSG00000188886,ASTL,Q6HA09,ENSMUSG00000050468,Q6HA08
ENSG00000119912,IDE,,ENSMUSG00000056999,P14735
ENSG00000119912,IDE,,ENSMUSG00000056999,P14735
ENSG00000156284,CLDN8,Q9Z260,ENSMUSG00000050520,P56748
ENSG00000162897,FCAMR,Q2TB54,ENSMUSG00000026415,Q8WWV6
ENSG00000169035,KLK7,Q91VE3,ENSMUSG00000030713,P49862
ENSG00000135960,EDAR,Q9R187,ENSMUSG00000003227,Q9UNE0
ENSG00000131188,PRR7,Q3V0I2,ENSMUSG00000034686,Q8TB68
ENSG00000196126,HLA-DRB1,,ENSMUSG00000060586,Q29974
ENSG00000196126,HLA-DRB1,,ENSMUSG00000067341,Q29974
ENSG00000196126,HLA-DRB1,,ENSMUSG00000060586,P01911
ENSG00000196126,HLA-DRB1,,ENSMUSG00000067341,P01911
ENSG00000196126,HLA-DRB1,,,Q9GIY3
ENSG00000228080,HLA-DRB1,,,Q9GIY3
ENSG00000206240,HLA-DRB1,,,Q9GIY3
ENSG00000206306,HLA-DRB1,,,Q9GIY3
ENSG00000196126,HLA-DRB1,,ENSMUSG00000060586,P04229
ENSG00000196126,HLA-DRB1,,ENSMUSG00000067341,P04229
ENSG00000244414,CFHR1,,ENSMUSG00000057037,Q03591
ENSG00000278361,KIR3DL2,,,P43630
ENSG00000275566,KIR3DL2,,,P43630
ENSG00000275416,KIR3DL2,,,P43630
ENSG00000274722,KIR3DL2,,,P43630
ENSG00000278809,KIR3DL2,,,P43630
ENSG00000276357,KIR3DL2,,,P43630
ENSG00000277181,KIR3DL2,,,P43630
ENSG00000278442,KIR3DL2,,,P43630
ENSG00000276004,KIR3DL2,,,P43630
ENSG00000240403,KIR3DL2,,,P43630
ENSG00000275626,KIR3DL2,,,P43630
ENSG00000275083,KIR3DL2,,,P43630
ENSG00000278474,KIR3DL2,,,P43630
ENSG00000276739,KIR3DL2,,,P43630
ENSG00000253305,PCDHGB6,,ENSMUSG00000103088,Q9Y5F9
ENSG00000112494,UNC93A,,ENSMUSG00000056133,Q86WB7
ENSG00000112494,UNC93A,Q710D3,ENSMUSG00000067049,Q86WB7
ENSG00000120937,NPPB,,,P16860
ENSG00000116815,CD58,,,P19256
ENSG00000182310,SPACA6,,,W5XKT8
ENSG00000229071,PRRT1,,,Q99946
ENSG00000225141,PRRT1,,,Q99946
ENSG00000204314,PRRT1,,,Q99946
ENSG00000238056,PRRT1,,,Q99946
ENSG00000235956,PRRT1,,,Q99946
ENSG00000229488,PRRT1,,,Q99946
ENSG00000206331,PRRT1,,,Q99946
ENSG00000227122,PRRT1,,,Q99946
ENSG00000162706,CADM3,Q99N28,ENSMUSG00000005338,Q8N126
ENSG00000151617,EDNRA,Q61614,ENSMUSG00000031616,P25101
ENSG00000183709,IFNL2,Q4VK74,ENSMUSG00000059128,Q8IZJ0
ENSG00000183709,IFNL2,Q8CGK6,ENSMUSG00000060747,Q8IZJ0
ENSG00000253953,PCDHGB4,,ENSMUSG00000104063,Q9UN71
ENSG00000231408,LTA,,,P01374
ENSG00000226979,LTA,,,P01374
ENSG00000230279,LTA,,,P01374
ENSG00000170369,CST2,Q9JM84,ENSMUSG00000033156,P09228
ENSG00000204347,BTBD17,Q9DB72,ENSMUSG00000000202,A6NE02
ENSG00000129455,KLK8,Q61955,ENSMUSG00000064023,O60259
ENSG00000009765,IYD,Q9DCX8,ENSMUSG00000019762,Q6PHW0
ENSG00000125378,BMP4,P21275,ENSMUSG00000021835,P12644
ENSG00000198178,CLEC4C,,,Q8WTT0
ENSG00000277069,RXFP3,,,Q9NSD7
ENSG00000182631,RXFP3,Q8BGE9,ENSMUSG00000060735,Q9NSD7
ENSG00000162618,ADGRL4,Q923X1,ENSMUSG00000039167,Q9HBW9
ENSG00000125266,EFNB2,P52800,ENSMUSG00000001300,P52799
ENSG00000184144,CNTN2,Q61330,ENSMUSG00000053024,Q02246
ENSG00000206515,MAS1L,,,P35410
ENSG00000228515,MAS1L,,,P35410
ENSG00000237284,MAS1L,,,P35410
ENSG00000228377,MAS1L,,,P35410
ENSG00000233141,MAS1L,,,P35410
ENSG00000204687,MAS1L,,,P35410
ENSG00000206470,MAS1L,,,P35410
ENSG00000234954,MAS1L,,,P35410
ENSG00000183844,FAM3B,Q9D309,ENSMUSG00000022938,P58499
ENSG00000184374,COLEC10,Q8CF98,ENSMUSG00000038591,Q9Y6Z7
ENSG00000267534,S1PR2,P52592,ENSMUSG00000043895,O95136
ENSG00000159166,LAD1,P57016,ENSMUSG00000041782,O00515
ENSG00000121853,GHSR,Q99P50,ENSMUSG00000051136,Q92847
ENSG00000110448,CD5,P13379,ENSMUSG00000024669,P06127
ENSG00000121966,CXCR4,,ENSMUSG00000045382,P61073
ENSG00000122679,RAMP3,Q9WUP1,ENSMUSG00000041046,O60896
ENSG00000263639,MSMB,O08540,ENSMUSG00000021907,P08118
ENSG00000125815,CST8,P32766,ENSMUSG00000027442,O60676
ENSG00000182333,LIPF,Q9CPP7,ENSMUSG00000024768,P07098
ENSG00000089199,CHGB,P16014,ENSMUSG00000027350,P05060
ENSG00000130702,LAMA5,Q61001,ENSMUSG00000015647,O15230
ENSG00000105825,TFPI2,O35536,ENSMUSG00000029664,P48307
ENSG00000114859,CLCN2,Q9R0A1,ENSMUSG00000022843,P51788
ENSG00000275407,KIR2DL2,,,P43627
ENSG00000276011,KIR2DL2,,,P43627
ENSG00000275914,KIR2DL2,,,P43627
ENSG00000278731,KIR2DL2,,,P43627
ENSG00000275546,KIR2DL2,,,P43627
ENSG00000276731,KIR2DL2,,,P43627
ENSG00000167580,AQP2,P56402,ENSMUSG00000023013,P41181
ENSG00000164756,SLC30A8,Q8BGG0,ENSMUSG00000022315,Q8IWU4
ENSG00000114554,PLXNA1,P70206,ENSMUSG00000030084,Q9UIW2
ENSG00000204936,CD177,,ENSMUSG00000045587,Q8N6Q3
ENSG00000204936,CD177,Q8R2S8,ENSMUSG00000052212,Q8N6Q3
ENSG00000204936,CD177,,ENSMUSG00000058717,Q8N6Q3
ENSG00000169258,GPRIN1,Q3UNH4,ENSMUSG00000069227,Q7Z2K8
ENSG00000092421,SEMA6A,O35464,ENSMUSG00000019647,Q9H2E6
ENSG00000198643,FAM3D,P97805,ENSMUSG00000021749,Q96BQ1
ENSG00000147434,CHRNA6,Q9R0W9,ENSMUSG00000031491,Q15825
ENSG00000011465,DCN,P28654,ENSMUSG00000019929,P07585
ENSG00000153498,SPACA7,,,Q96KW9
ENSG00000275865,SPACA7,,,Q96KW9
ENSG00000182393,IFNL1,Q4VK74,ENSMUSG00000059128,Q8IU54
ENSG00000182393,IFNL1,Q8CGK6,ENSMUSG00000060747,Q8IU54
ENSG00000133059,DSTYK,Q6XUX1,ENSMUSG00000042046,Q6XUX3
ENSG00000112562,SMOC2,Q8CD91,ENSMUSG00000023886,Q9H3U7
ENSG00000223448,LTB,,,Q06643
ENSG00000206437,LTB,,,Q06643
ENSG00000204487,LTB,,,Q06643
ENSG00000236925,LTB,,,Q06643
ENSG00000238114,LTB,,,Q06643
ENSG00000236237,LTB,,,Q06643
ENSG00000227507,LTB,,,Q06643
ENSG00000231314,LTB,,,Q06643
ENSG00000116260,QSOX1,Q8BND5,ENSMUSG00000033684,O00391
ENSG00000091972,CD200,,ENSMUSG00000022661,P41217
ENSG00000010438,PRSS3,,ENSMUSG00000036938,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000054106,P35030
ENSG00000010438,PRSS3,P07146,ENSMUSG00000057163,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000058119,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000062751,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000071517,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000071519,P35030
ENSG00000010438,PRSS3,,ENSMUSG00000071521,P35030
ENSG00000069122,ADGRF5,G5E8Q8,ENSMUSG00000056492,Q8IZF2
ENSG00000254087,LYN,P25911,ENSMUSG00000042228,P07948
ENSG00000163093,BBS5,Q9CZQ9,ENSMUSG00000063145,Q8N3I7
ENSG00000088812,ATRN,Q9WU60,ENSMUSG00000027312,O75882
ENSG00000088812,ATRN,Q9WU60,ENSMUSG00000027312,O75882
ENSG00000113600,C9,,ENSMUSG00000022149,P02748
ENSG00000113600,C9,,ENSMUSG00000022149,P02748
ENSG00000088782,DEFB127,,,Q9H1M4
ENSG00000188042,ARL4C,P61208,ENSMUSG00000049866,P56559
ENSG00000160781,PAQR6,Q6TCG5,ENSMUSG00000041423,Q6TCH4
ENSG00000169031,COL4A3,Q9QZS0,ENSMUSG00000079465,Q01955
ENSG00000111801,BTN3A3,,,O00478
ENSG00000188811,NHLRC3,Q8CCH2,ENSMUSG00000042997,Q5JS37
ENSG00000066294,CD84,,ENSMUSG00000038147,Q9UIB8
ENSG00000182866,LCK,P06240,ENSMUSG00000000409,P06239
ENSG00000119913,TECTB,O08524,ENSMUSG00000024979,Q96PL2
ENSG00000119913,TECTB,O08524,ENSMUSG00000024979,Q96PL2
ENSG00000198794,SCAMP5,Q9JKD3,ENSMUSG00000040722,Q8TAC9
ENSG00000158158,CNNM4,Q69ZF7,ENSMUSG00000037408,Q6P4Q7
ENSG00000054654,SYNE2,Q6ZWQ0,ENSMUSG00000063450,Q8WXH0
ENSG00000151491,EPS8,Q08509,ENSMUSG00000015766,Q12929
ENSG00000147873,IFNA5,Q80SU4,,P01569
ENSG00000138316,ADAMTS14,,ENSMUSG00000059901,Q8WXS8
ENSG00000225543,C6orf15,,,Q6UXA7
ENSG00000231624,C6orf15,,,Q6UXA7
ENSG00000224105,C6orf15,,,Q6UXA7
ENSG00000204542,C6orf15,,,Q6UXA7
ENSG00000206461,C6orf15,,,Q6UXA7
ENSG00000229432,C6orf15,,,Q6UXA7
ENSG00000185982,DEFB128,Q30KP3,ENSMUSG00000049560,Q7Z7B8
ENSG00000100147,CCDC134,Q8C7V8,ENSMUSG00000068114,Q9H6E4
ENSG00000196689,TRPV1,Q704Y3,ENSMUSG00000005952,Q8NER1
ENSG00000167323,STIM1,P70302,ENSMUSG00000030987,Q13586
ENSG00000158270,COLEC12,Q8K4Q8,ENSMUSG00000036103,Q5KU26
ENSG00000012124,CD22,,ENSMUSG00000030577,P20273
ENSG00000166535,A2ML1,,,A8K2U0
ENSG00000142408,CACNG8,,ENSMUSG00000053395,Q8WXS5
ENSG00000026297,RNASET2,Q9CQ01,ENSMUSG00000094724,O00584
ENSG00000026297,RNASET2,Q9CQ01,ENSMUSG00000095687,O00584
ENSG00000122986,HVCN1,Q3U2S8,ENSMUSG00000064267,Q96D96
ENSG00000240184,PCDHGC3,,ENSMUSG00000102918,Q9UN70
ENSG00000143816,WNT9A,Q8R5M2,ENSMUSG00000000126,O14904
ENSG00000126231,PROZ,Q9CQW3,ENSMUSG00000031445,P22891
ENSG00000064309,CDON,Q32MD9,ENSMUSG00000038119,Q4KMG0
ENSG00000174326,SLC16A11,Q5NC32,ENSMUSG00000040938,Q8NCK7
ENSG00000146385,TAAR8,Q5QD07,ENSMUSG00000096442,Q969N4
ENSG00000146385,TAAR8,Q5QD05,ENSMUSG00000100004,Q969N4
ENSG00000146385,TAAR8,Q5QD06,ENSMUSG00000100186,Q969N4
ENSG00000178591,DEFB125,,ENSMUSG00000074680,Q8N687
ENSG00000186439,TRDN,E9Q9K5,ENSMUSG00000019787,Q13061
ENSG00000112655,PTK7,Q8BKG3,ENSMUSG00000023972,Q13308
ENSG00000178201,VN1R1,,,Q9GZP7
ENSG00000108679,LGALS3BP,Q07797,ENSMUSG00000033880,Q08380
ENSG00000277363,SRCIN1,,,Q9C0H9
ENSG00000273608,SRCIN1,,,Q9C0H9
ENSG00000172156,CCL11,P48298,ENSMUSG00000020676,P51671
ENSG00000171509,RXFP1,Q6R6I7,ENSMUSG00000034009,Q9HBX9
ENSG00000259207,ITGB3,O54890,ENSMUSG00000020689,P05106
ENSG00000078589,P2RY10,Q8BFU7,ENSMUSG00000050921,O00398
ENSG00000197405,C5AR1,P30993,ENSMUSG00000049130,P21730
ENSG00000135862,LAMC1,,ENSMUSG00000026478,P11047
ENSG00000243649,CFB,,,P00751
ENSG00000242335,CFB,,,P00751
ENSG00000241253,CFB,,,P00751
ENSG00000243570,CFB,,,P00751
ENSG00000239754,CFB,,,P00751
ENSG00000241534,CFB,,,P00751
ENSG00000110148,CCKBR,P56481,ENSMUSG00000030898,P32239
ENSG00000113520,IL4,P07750,ENSMUSG00000000869,P05112
ENSG00000189403,HMGB1,P63158,ENSMUSG00000066551,P09429
ENSG00000184371,CSF1,P07141,ENSMUSG00000014599,P09603
ENSG00000184371,CSF1,P07141,ENSMUSG00000014599,P09603
ENSG00000081818,PCDHB4,,ENSMUSG00000045062,Q9Y5E5
ENSG00000081818,PCDHB4,,ENSMUSG00000051242,Q9Y5E5
ENSG00000081818,PCDHB4,,ENSMUSG00000063687,Q9Y5E5
ENSG00000140030,GPR65,,ENSMUSG00000021886,Q8IYL9
ENSG00000173482,PTPRM,P28828,ENSMUSG00000033278,P28827
ENSG00000144410,CPO,,,Q8IVL8
ENSG00000156564,LRFN2,Q80TG9,ENSMUSG00000040490,Q9ULH4
ENSG00000170379,TCAF2,Q921K8,ENSMUSG00000029851,A6NFQ2
ENSG00000127533,F2RL3,O88634,ENSMUSG00000050147,Q96RI0
ENSG00000198589,LRBA,,ENSMUSG00000028080,P50851
ENSG00000243137,PSG4,Q925P2,ENSMUSG00000054385,Q00888
ENSG00000243137,PSG4,P31809,ENSMUSG00000074272,Q00888
ENSG00000136244,IL6,P08505,ENSMUSG00000025746,P05231
ENSG00000116032,GRIN3B,Q91ZU9,ENSMUSG00000035745,O60391
ENSG00000148400,NOTCH1,Q01705,ENSMUSG00000026923,P46531
ENSG00000158445,KCNB1,Q03717,ENSMUSG00000050556,Q14721
ENSG00000120659,TNFSF11,O35235,ENSMUSG00000022015,O14788
ENSG00000120659,TNFSF11,O35235,ENSMUSG00000022015,O14788
ENSG00000100399,CHADL,E9Q7T7,ENSMUSG00000063765,Q6NUI6
ENSG00000152583,SPARCL1,P70663,ENSMUSG00000029309,Q14515
ENSG00000169562,GJB1,P28230,ENSMUSG00000047797,P08034
ENSG00000188931,CFAP126,Q6P8X9,ENSMUSG00000026649,Q5VTH2
ENSG00000137078,SIT1,Q8C503,ENSMUSG00000028460,Q9Y3P8
ENSG00000153292,ADGRF1,Q8VEC3,ENSMUSG00000041293,Q5T601
ENSG00000153292,ADGRF1,Q8VEC3,ENSMUSG00000041293,Q5T601
ENSG00000044524,EPHA3,,ENSMUSG00000052504,P29320
ENSG00000044524,EPHA3,,ENSMUSG00000052504,P29320
ENSG00000174898,CATSPERD,E9Q9F6,ENSMUSG00000040828,Q86XM0
ENSG00000100078,PLA2G3,,ENSMUSG00000034579,Q9NZ20
ENSG00000100078,PLA2G3,,ENSMUSG00000034579,Q9NZ20
ENSG00000067560,RHOA,,ENSMUSG00000036463,P61586
ENSG00000115718,PROC,P33587,ENSMUSG00000024386,P04070
ENSG00000173535,TNFRSF10C,Q9QZM4,ENSMUSG00000022074,O14798
ENSG00000125735,TNFSF14,Q9QYH9,ENSMUSG00000005824,O43557
ENSG00000125735,TNFSF14,Q9QYH9,ENSMUSG00000005824,O43557
ENSG00000162572,SCNN1D,,,P51172
ENSG00000167711,SERPINF2,,,P08697
ENSG00000276838,SERPINF2,,,P08697
ENSG00000172689,MS4A10,Q99N03,ENSMUSG00000024731,Q96PG2
ENSG00000215788,TNFRSF25,,ENSMUSG00000024793,Q93038
ENSG00000215788,TNFRSF25,,ENSMUSG00000024793,Q93038
ENSG00000168060,NAALADL1,Q7M758,ENSMUSG00000054999,Q9UQQ1
ENSG00000188624,IGFL3,,,Q6UXB1
ENSG00000197110,IFNL3,Q4VK74,ENSMUSG00000059128,Q8IZI9
ENSG00000197110,IFNL3,Q8CGK6,ENSMUSG00000060747,Q8IZI9
ENSG00000197430,OPALIN,Q7M750,ENSMUSG00000050121,Q96PE5
ENSG00000161955,TNFSF13,,ENSMUSG00000089669,O75888
ENSG00000119655,NPC2,Q9Z0J0,ENSMUSG00000021242,P61916
ENSG00000276634,KIR2DS4,,,P43632
ENSG00000276154,KIR2DS4,,,P43632
ENSG00000274957,KIR2DS4,,,P43632
ENSG00000275731,KIR2DS4,,,P43632
ENSG00000276885,KIR2DS4,,,P43632
ENSG00000275353,KIR2DS4,,,P43632
ENSG00000274947,KIR2DS4,,,P43632
ENSG00000274406,KIR2DS4,,,P43632
ENSG00000276395,KIR2DS4,,,P43632
ENSG00000165899,OTOGL,F7A4A7,ENSMUSG00000091455,Q3ZCN5
ENSG00000149932,TMEM219,Q9D123,ENSMUSG00000060538,Q86XT9
ENSG00000120889,TNFRSF10B,Q9QZM4,ENSMUSG00000022074,O14763
ENSG00000206305,HLA-DQA1,,,P01909
ENSG00000232062,HLA-DQA1,,,P01909
ENSG00000196735,HLA-DQA1,P14434,ENSMUSG00000036594,P01909
ENSG00000046653,GPM6B,P35803,ENSMUSG00000031342,Q13491
ENSG00000196576,PLXNB2,B2RXS4,ENSMUSG00000036606,O15031
ENSG00000177283,FZD8,Q61091,ENSMUSG00000036904,Q9H461
ENSG00000274089,PRIMA1,,,Q86XR5
ENSG00000175785,PRIMA1,,ENSMUSG00000041669,Q86XR5
ENSG00000115009,CCL20,O89093,ENSMUSG00000026166,P78556
ENSG00000187630,DHRS4L2,Q99LB2,ENSMUSG00000022210,Q6PKH6
ENSG00000182271,TMIGD1,Q9D7L8,ENSMUSG00000020839,Q6UXZ0
ENSG00000081320,STK17B,Q8BG48,ENSMUSG00000026094,O94768
ENSG00000187323,DCC,P70211,ENSMUSG00000060534,P43146
ENSG00000026751,SLAMF7,,ENSMUSG00000038179,Q9NQ25
ENSG00000038295,TLL1,,ENSMUSG00000053626,O43897
ENSG00000169992,NLGN2,Q69ZK9,ENSMUSG00000051790,Q8NFZ4
ENSG00000125788,DEFB126,,ENSMUSG00000027468,Q9BYW3
ENSG00000125510,OPRL1,P35377,ENSMUSG00000027584,P41146
ENSG00000256045,MTRNR2L10,,,P0CJ77
ENSG00000070214,SLC44A1,Q6X893,ENSMUSG00000028412,Q8WWI5
ENSG00000176971,FIBIN,Q9CQS3,ENSMUSG00000074971,Q8TAL6
ENSG00000164690,SHH,Q62226,ENSMUSG00000002633,Q15465
ENSG00000164690,SHH,Q62226,ENSMUSG00000002633,Q15465
ENSG00000137345,MOG,,,Q16653
ENSG00000204655,MOG,,,Q16653
ENSG00000234623,MOG,,,Q16653
ENSG00000230885,MOG,,,Q16653
ENSG00000237834,MOG,,,Q16653
ENSG00000232641,MOG,,,Q16653
ENSG00000236561,MOG,,,Q16653
ENSG00000234096,MOG,,,Q16653
ENSG00000204671,IL31,Q6EAL8,ENSMUSG00000029437,Q6EBC2
ENSG00000101542,CDH20,Q9Z0M3,ENSMUSG00000050840,Q9HBT6
ENSG00000152990,ADGRA3,Q7TT36,ENSMUSG00000029090,Q8IWK6
ENSG00000168621,GDNF,P48540,ENSMUSG00000022144,P39905
ENSG00000096088,PGC,Q9D7R7,ENSMUSG00000023987,P20142
ENSG00000168356,SCN11A,Q9R053,ENSMUSG00000034115,Q9UI33
ENSG00000183979,NPB,Q8K4P1,ENSMUSG00000044034,Q8NG41
ENSG00000177098,SCN4B,Q7M729,ENSMUSG00000046480,Q8IWT1
ENSG00000213937,CLDN9,Q9Z0S7,ENSMUSG00000066720,O95484
ENSG00000134830,C5AR2,,ENSMUSG00000074361,Q9P296
ENSG00000186716,BCR,Q6PAJ1,ENSMUSG00000009681,P11274
ENSG00000158525,CPA5,Q8R4H4,ENSMUSG00000029788,Q8WXQ8
ENSG00000166997,CNPY4,Q8BQ47,ENSMUSG00000036968,Q8N129
ENSG00000081041,CXCL2,Q6W5C0,ENSMUSG00000029379,P19875
ENSG00000081041,CXCL2,P12850,ENSMUSG00000029380,P19875
ENSG00000081041,CXCL2,P10889,ENSMUSG00000058427,P19875
ENSG00000134121,CHL1,P70232,ENSMUSG00000030077,O00533
ENSG00000134121,CHL1,P70232,ENSMUSG00000030077,O00533
ENSG00000173020,GRK2,Q99MK8,ENSMUSG00000024858,P25098
