human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
P41217,ENSG00000091972,CD200,NA,ENSMUSG00000022661,NA,1,0,0
Q8TD46,ENSG00000163606,CD200R1,Q9ES57,ENSMUSG00000022667,Cd200r1,1,0,0
Q8TD46,ENSG00000163606,CD200R1,Q5UKY4,ENSMUSG00000036172,Cd200r3,1,0,0
Q8TD46,ENSG00000163606,CD200R1,Q6XJV4,ENSMUSG00000062082,Cd200r4,1,0,0
Q8TD46,ENSG00000163606,CD200R1,Q6XJV6,ENSMUSG00000090176,Cd200r2,1,0,0
Q9NNX6,ENSG00000090659,CD209,Q91ZX1,ENSMUSG00000031494,Cd209a,1,0,0
Q9NNX6,ENSG00000090659,CD209,Q91ZW8,ENSMUSG00000031495,Cd209d,1,0,0
Q9NNX6,ENSG00000090659,CD209,Q91ZW9,ENSMUSG00000040165,Cd209c,1,0,0
Q9NNX6,ENSG00000090659,CD209,Q91ZW7,ENSMUSG00000040197,Cd209e,1,0,0
Q9NNX6,ENSG00000090659,CD209,Q8CJ91,ENSMUSG00000065987,Cd209b,1,0,0
Q15762,ENSG00000150637,CD226,Q8K4F0,ENSMUSG00000034028,Cd226,1,0,0
Q9BZW8,ENSG00000122223,CD244,Q07763,ENSMUSG00000004709,Cd244,1,0,0
Q9NZQ7,ENSG00000120217,CD274,Q9EP73,ENSMUSG00000016496,Cd274,1,0,0
Q9UGN4,ENSG00000167851,CD300A,Q6SJQ0,ENSMUSG00000034652,Cd300a,1,0,0
Q9UGN4,ENSG00000167851,CD300A,Q7TSN2,ENSMUSG00000044811,Cd300c2,1,0,0
Q9UGN4,ENSG00000167851,CD300A,NA,ENSMUSG00000058728,NA,1,0,0
Q08708,ENSG00000167850,CD300C,Q6SJQ0,ENSMUSG00000034652,Cd300a,1,0,0
Q08708,ENSG00000167850,CD300C,Q7TSN2,ENSMUSG00000044811,Cd300c2,1,0,0
Q08708,ENSG00000167850,CD300C,NA,ENSMUSG00000058728,NA,1,0,0
Q496F6,ENSG00000186407,CD300E,Q8K249,ENSMUSG00000048498,Cd300e,1,0,0
A8K4G0,ENSG00000178789,CD300LB,NA,ENSMUSG00000063193,NA,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,Q8VCH2,ENSMUSG00000034641,Cd300ld,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,Q6SJQ7,ENSMUSG00000047798,Cd300lf,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,Q6SJQ5,ENSMUSG00000069607,Cd300ld3,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,NA,ENSMUSG00000069609,NA,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,NA,ENSMUSG00000089722,NA,1,0,0
Q6UXZ3,ENSG00000204345,CD300LD,NA,ENSMUSG00000089753,NA,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,Q8VCH2,ENSMUSG00000034641,Cd300ld,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,Q6SJQ7,ENSMUSG00000047798,Cd300lf,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,Q6SJQ5,ENSMUSG00000069607,Cd300ld3,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,NA,ENSMUSG00000069609,NA,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,NA,ENSMUSG00000089722,NA,1,0,0
Q8TDQ1,ENSG00000186074,CD300LF,NA,ENSMUSG00000089753,NA,1,0,0
Q6UXG3,ENSG00000161649,CD300LG,Q1ERP8,ENSMUSG00000017309,Cd300lg,1,0,0
P20138,ENSG00000105383,CD33,NA,NA,NA,1,0,0
P16671,ENSG00000135218,CD36,Q08857,ENSMUSG00000002944,Cd36,1,0,0
P07766,ENSG00000198851,CD3E,P22646,ENSMUSG00000032093,Cd3e,1,0,0
P01730,ENSG00000010610,CD4,P06332,ENSMUSG00000023274,Cd4,1,0,0
P25942,ENSG00000101017,CD40,P27512,ENSMUSG00000017652,Cd40,1,0,0
P29965,ENSG00000102245,CD40LG,P27548,ENSMUSG00000031132,Cd40lg,1,0,0
P16070,ENSG00000026508,CD44,NA,ENSMUSG00000005087,NA,1,0,0
P09326,ENSG00000117091,CD48,P18181,ENSMUSG00000015355,Cd48,1,0,0
P06127,ENSG00000110448,CD5,P13379,ENSMUSG00000024669,Cd5,1,0,0
P31358,ENSG00000169442,CD52,NA,NA,NA,1,0,0
P19397,ENSG00000143119,CD53,Q61451,ENSMUSG00000040747,Cd53,1,0,0
P08174,ENSG00000196352,CD55,Q61475,ENSMUSG00000026399,Cd55,1,0,0
P08174,ENSG00000196352,CD55,NA,ENSMUSG00000026401,NA,1,0,0
P19256,ENSG00000116815,CD58,NA,NA,NA,1,0,0
P13987,ENSG00000085063,CD59,O55186,ENSMUSG00000032679,Cd59a,1,0,0
P13987,ENSG00000085063,CD59,P58019,ENSMUSG00000068686,Cd59b,1,0,0
P30203,ENSG00000013725,CD6,Q61003,ENSMUSG00000024670,Cd6,1,0,0
P08962,ENSG00000135404,CD63,P41731,ENSMUSG00000025351,Cd63,1,0,0
P34810,ENSG00000129226,CD68,P31996,ENSMUSG00000018774,Cd68,1,0,0
Q9UIB8,ENSG00000066294,CD84,NA,ENSMUSG00000038147,NA,1,0,0
P42081,ENSG00000114013,CD86,P42082,ENSMUSG00000022901,Cd86,1,0,0
P21926,ENSG00000010278,CD9,P40240,ENSMUSG00000030342,Cd9,1,0,0
P48960,ENSG00000123146,CD97,NA,ENSMUSG00000002885,NA,1,0,0
Q8TCZ2,ENSG00000102181,CD99L2,Q8BIF0,ENSMUSG00000035776,Cd99l2,1,0,0
P60953,ENSG00000070831,CDC42,P60766,ENSMUSG00000006699,Cdc42,1,0,0
Q9NRR8,ENSG00000197622,CDC42SE1 SPEC1,Q8BHL7,ENSMUSG00000046722,Cdc42se1,1,0,0
Q9NRR3,ENSG00000158985,CDC42SE2 SPEC2,Q8BGH7,ENSMUSG00000052298,Cdc42se2,1,0,0
Q9H5V8,ENSG00000163814,CDCP1,Q5U462,ENSMUSG00000035498,Cdcp1,1,0,0
P12830,ENSG00000039068,CDH1,NA,ENSMUSG00000000303,NA,1,0,0
Q9Y6N8,ENSG00000040731,CDH10,P70408,ENSMUSG00000022321,Cdh10,1,0,0
P55287,ENSG00000140937,CDH11,P55288,ENSMUSG00000031673,Cdh11,1,0,0
P55289,ENSG00000154162,CDH12,Q5RJH3,ENSMUSG00000040452,Cdh12,1,0,0
P55290,ENSG00000140945,CDH13,Q9WTR5,ENSMUSG00000031841,Cdh13,1,0,0
P55291,ENSG00000129910,CDH15,P33146,ENSMUSG00000031962,Cdh15,1,0,0
O75309,ENSG00000166589,CDH16,O88338,ENSMUSG00000031881,Cdh16,1,0,0
Q12864,ENSG00000079112,CDH17,Q9R100,ENSMUSG00000028217,Cdh17,1,0,0
Q13634,ENSG00000145526,CDH18,NA,ENSMUSG00000040420,NA,1,0,0
Q9H159,ENSG00000071991,CDH19,NA,ENSMUSG00000047216,NA,1,0,0
P19022,ENSG00000170558,CDH2,P15116,ENSMUSG00000024304,Cdh2,1,0,0
Q9HBT6,ENSG00000101542,CDH20,Q9Z0M3,ENSMUSG00000050840,Cdh20,1,0,0
Q9UJ99,ENSG00000149654,CDH22,Q9WTP5,ENSMUSG00000053166,Cdh22,1,0,0
Q9H251,ENSG00000107736,CDH23,Q99PF4,ENSMUSG00000012819,Cdh23,1,0,0
Q86UP0,ENSG00000139880,CDH24,Q6PFX6,ENSMUSG00000059674,Cdh24,1,0,0
Q8IXH8,ENSG00000124215,CDH26,P59862,ENSMUSG00000039155,Cdh26,1,0,0
P22223,ENSG00000062038,CDH3,P10287,ENSMUSG00000061048,Cdh3,1,0,0
P55283,ENSG00000179242,CDH4,P39038,ENSMUSG00000000305,Cdh4,1,0,0
P33151,ENSG00000179776,CDH5,P55284,ENSMUSG00000031871,Cdh5,1,0,0
P55285,ENSG00000113361,CDH6,P97326,ENSMUSG00000039385,Cdh6,1,0,0
Q9ULB5,ENSG00000081138,CDH7,Q8BM92,ENSMUSG00000026312,Cdh7,1,0,0
P55286,ENSG00000150394,CDH8,P97291,ENSMUSG00000036510,Cdh8,1,0,0
Q9ULB4,ENSG00000113100,CDH9,NA,ENSMUSG00000025370,NA,1,0,0
Q96JP9,ENSG00000148600,CDHR1,Q8VHP6,ENSMUSG00000021803,Cdhr1,1,0,0
Q9BYE9,ENSG00000074276,CDHR2,E9Q7P9,ENSMUSG00000034918,Cdhr2,1,0,0
Q6ZTQ4,ENSG00000128536,CDHR3,Q8BL00,ENSMUSG00000035860,Cdhr3,1,0,0
O14735,ENSG00000103502,CDIPT,Q8VDP6,ENSMUSG00000030682,Cdipt,1,0,0
Q4KMG0,ENSG00000064309,CDON,Q32MD9,ENSMUSG00000038119,Cdon,1,0,0
P13688,ENSG00000079385,CEACAM1,Q925P2,ENSMUSG00000054385,Ceacam2,1,0,0
P13688,ENSG00000079385,CEACAM1,P31809,ENSMUSG00000074272,Ceacam1,1,0,0
Q9NYQ6,ENSG00000075275,CELSR1,O35161,ENSMUSG00000016028,Celsr1,1,0,0
Q9HCU4,ENSG00000143126,CELSR2,NA,ENSMUSG00000068740,NA,1,0,0
Q9NYQ7,ENSG00000008300,CELSR3,Q91ZI0,ENSMUSG00000023473,Celsr3,1,0,0
Q8WUJ3,ENSG00000103888,CEMIP KIAA1199,Q8BI06,ENSMUSG00000052353,Cemip,1,0,0
Q5VTH2,ENSG00000188931,CFAP126 C1orf192 FLTP,Q6P8X9,ENSMUSG00000026649,Cfap126,1,0,0
P0CG37,ENSG00000136698,CFC1,P97766,ENSMUSG00000026124,Cfc1,1,0,0
P13569,ENSG00000001626,CFTR,P26361,ENSMUSG00000041301,Cftr,1,0,0
Q5VXU3,ENSG00000204116,CHIC1 BRX,Q8CBW7,ENSMUSG00000031327,Chic1,1,0,0
Q9UKJ5,ENSG00000109220,CHIC2 BTL,Q9D9G3,ENSMUSG00000029229,Chic2,1,0,0
O00533,ENSG00000134121,CHL1,P70232,ENSMUSG00000030077,Chl1,1,0,0
Q99653,ENSG00000187446,CHP1 CHP,P61022,ENSMUSG00000014077,Chp1,1,0,0
O43745,ENSG00000166869,CHP2 HCA520,Q9D869,ENSMUSG00000030865,Chp2,1,0,0
P11229,ENSG00000168539,CHRM1,P12657,ENSMUSG00000032773,Chrm1,1,0,0
P08172,ENSG00000181072,CHRM2,Q9ERZ4,ENSMUSG00000045613,Chrm2,1,0,0
P20309,ENSG00000133019,CHRM3,Q9ERZ3,ENSMUSG00000046159,Chrm3,1,0,0
P08173,ENSG00000180720,CHRM4,P32211,ENSMUSG00000040495,Chrm4,1,0,0
P08912,ENSG00000184984,CHRM5,Q920H4,ENSMUSG00000074939,Chrm5,1,0,0
P02708,ENSG00000138435,CHRNA1,P04756,ENSMUSG00000027107,Chrna1,1,0,0
Q9GZZ6,ENSG00000129749,CHRNA10,NA,ENSMUSG00000066279,NA,1,0,0
Q15822,ENSG00000120903,CHRNA2,Q91X60,ENSMUSG00000022041,Chrna2,1,0,0
P32297,ENSG00000080644,CHRNA3,NA,ENSMUSG00000032303,NA,1,0,0
P43681,ENSG00000101204,CHRNA4,O70174,ENSMUSG00000027577,Chrna4,1,0,0
P30532,ENSG00000169684,CHRNA5,Q2MKA5,ENSMUSG00000035594,Chrna5,1,0,0
Q15825,ENSG00000147434,CHRNA6,Q9R0W9,ENSMUSG00000031491,Chrna6,1,0,0
P36544,ENSG00000175344,CHRNA7,P49582,ENSMUSG00000030525,Chrna7,1,0,0
Q9UGM1,ENSG00000174343,CHRNA9,NA,ENSMUSG00000029205,NA,1,0,0
P11230,ENSG00000170175,CHRNB1,P09690,ENSMUSG00000041189,Chrnb1,1,0,0
P17787,ENSG00000160716,CHRNB2,Q9ERK7,ENSMUSG00000027950,Chrnb2,1,0,0
Q05901,ENSG00000147432,CHRNB3,Q8BMN3,ENSMUSG00000031492,Chrnb3,1,0,0
P30926,ENSG00000117971,CHRNB4,Q8R493,ENSMUSG00000035200,Chrnb4,1,0,0
Q07001,ENSG00000135902,CHRND,P02716,ENSMUSG00000026251,Chrnd,1,0,0
Q04844,ENSG00000108556,CHRNE,P20782,ENSMUSG00000014609,Chrne,1,0,0
P07510,ENSG00000196811,CHRNG,NA,ENSMUSG00000026253,NA,1,0,0
Q99828,ENSG00000185043,CIB1 CIB KIP PRKDCIP,Q9Z0F4,ENSMUSG00000030538,Cib1,1,0,0
O75838,ENSG00000136425,CIB2 KIP2,Q9Z309,ENSMUSG00000037493,Cib2,1,0,0
Q07065,ENSG00000136026,CKAP4,Q8BMK4,ENSMUSG00000046841,Ckap4,1,0,0
O75122,ENSG00000163539,CLASP2 KIAA0627,NA,ENSMUSG00000033392,NA,1,0,0
Q14CN2,ENSG00000016602,CLCA4,NA,ENSMUSG00000068547,NA,1,0,0
Q14CN2,ENSG00000016602,CLCA4,NA,ENSMUSG00000074195,NA,1,0,0
P35523,ENSG00000188037,CLCN1,Q64347,ENSMUSG00000029862,Clcn1,1,0,0
P51788,ENSG00000114859,CLCN2,Q9R0A1,ENSMUSG00000022843,Clcn2,1,0,0
P51795,ENSG00000171365,CLCN5,Q9WVD4,ENSMUSG00000004317,Clcn5,1,0,0
P51801,ENSG00000184908,CLCNKB,Q9WUB6,ENSMUSG00000006216,Clcnkb,1,0,0
P51801,ENSG00000184908,CLCNKB,Q9WUB7,ENSMUSG00000033770,Clcnka,1,0,0
Q5QGZ9,ENSG00000172322,CLEC12A,NA,ENSMUSG00000053063,NA,1,0,0
Q2HXU8,ENSG00000256660,CLEC12B,NA,ENSMUSG00000030158,NA,1,0,0
Q6UVW9,ENSG00000188393,CLEC2A,Q9D676,ENSMUSG00000000248,Clec2g,1,0,0
Q6UVW9,ENSG00000188393,CLEC2A,NA,ENSMUSG00000030155,NA,1,0,0
Q6UVW9,ENSG00000188393,CLEC2A,Q91V08,ENSMUSG00000030157,Clec2d,1,0,0
Q6UVW9,ENSG00000188393,CLEC2A,Q8C1T8,ENSMUSG00000030364,Clec2h,1,0,0
Q6UVW9,ENSG00000188393,CLEC2A,Q9WVF9,ENSMUSG00000030365,Clec2i,1,0,0
Q9UHP7,ENSG00000069493,CLEC2D,Q9D676,ENSMUSG00000000248,Clec2g,1,0,0
Q9UHP7,ENSG00000069493,CLEC2D,NA,ENSMUSG00000030155,NA,1,0,0
Q9UHP7,ENSG00000069493,CLEC2D,Q91V08,ENSMUSG00000030157,Clec2d,1,0,0
Q9UHP7,ENSG00000069493,CLEC2D,Q8C1T8,ENSMUSG00000030364,Clec2h,1,0,0
Q9UHP7,ENSG00000069493,CLEC2D,Q9WVF9,ENSMUSG00000030365,Clec2i,1,0,0
Q6UXB4,ENSG00000182566,CLEC4G,Q8BNX1,ENSMUSG00000074491,Clec4g,1,0,0
Q9H2X3,ENSG00000104938,CLEC4M,Q91ZX1,ENSMUSG00000031494,Cd209a,1,0,0
Q9H2X3,ENSG00000104938,CLEC4M,Q91ZW8,ENSMUSG00000031495,Cd209d,1,0,0
Q9H2X3,ENSG00000104938,CLEC4M,Q91ZW9,ENSMUSG00000040165,Cd209c,1,0,0
Q9H2X3,ENSG00000104938,CLEC4M,Q91ZW7,ENSMUSG00000040197,Cd209e,1,0,0
Q9H2X3,ENSG00000104938,CLEC4M,Q8CJ91,ENSMUSG00000065987,Cd209b,1,0,0
Q9NY25,ENSG00000258227,CLEC5A,Q9R007,ENSMUSG00000029915,Clec5a,1,0,0
Q9BXN2,ENSG00000172243,CLEC7A,Q6QLQ4,ENSMUSG00000079293,Clec7a,1,0,0
Q8IZS7,ENSG00000184293,CLECL1,NA,NA,NA,1,0,0
O00299,ENSG00000226417,CLIC1,NA,NA,NA,1,0,0
Q9Y696,ENSG00000169504,CLIC4,Q9QYB1,ENSMUSG00000037242,Clic4,1,0,0
Q96NY7,ENSG00000159212,CLIC6 CLIC1L,Q8BHB9,ENSMUSG00000022949,Clic6,1,0,0
Q96DZ5,ENSG00000105270,CLIP3 CLIPR59,B9EHT4,ENSMUSG00000013921,Clip3,1,0,0
P58418,ENSG00000163646,CLRN1,NA,NA,NA,1,0,0
O94985,ENSG00000171603,CLSTN1,Q9EPL2,ENSMUSG00000039953,Clstn1,1,0,0
Q9H4D0,ENSG00000158258,CLSTN2,Q9ER65,ENSMUSG00000032452,Clstn2,1,0,0
Q9BQT9,ENSG00000139182,CLSTN3,Q99JH7,ENSMUSG00000008153,Clstn3,1,0,0
Q99788,ENSG00000174600,CMKLR1,P97468,ENSMUSG00000042190,Cmklr1,1,0,0
Q6PI25,ENSG00000174871,CNIH2,O35089,ENSMUSG00000024873,Cnih2,1,0,0
Q8TBE1,ENSG00000143786,CNIH3,Q6ZWS4,ENSMUSG00000026514,Cnih3,1,0,0
Q9NRU3,ENSG00000119946,CNNM1,Q0GA42,ENSMUSG00000025189,Cnnm1,1,0,0
Q9H8M5,ENSG00000148842,CNNM2,Q3TWN3,ENSMUSG00000064105,Cnnm2,1,0,0
Q8NE01,ENSG00000168763,CNNM3,Q32NY4,ENSMUSG00000001138,Cnnm3,1,0,0
Q6P4Q7,ENSG00000158158,CNNM4,Q69ZF7,ENSMUSG00000037408,Cnnm4,1,0,0
P21554,ENSG00000118432,CNR1,P47746,ENSMUSG00000044288,Cnr1,1,0,0
P34972,ENSG00000188822,CNR2,P47936,ENSMUSG00000062585,Cnr2,1,0,0
Q6PJW8,ENSG00000162852,CNST C1orf71,Q8CBC4,ENSMUSG00000038949,Cnst,1,0,0
P26992,ENSG00000122756,CNTFR,O88507,ENSMUSG00000028444,Cntfr,1,0,0
Q12860,ENSG00000018236,CNTN1,P12960,ENSMUSG00000055022,Cntn1,1,0,0
Q02246,ENSG00000184144,CNTN2,Q61330,ENSMUSG00000053024,Cntn2,1,0,0
Q9P232,ENSG00000113805,CNTN3,Q07409,ENSMUSG00000030075,Cntn3,1,0,0
Q8IWV2,ENSG00000144619,CNTN4,Q69Z26,ENSMUSG00000064293,Cntn4,1,0,0
O94779,ENSG00000149972,CNTN5,P68500,ENSMUSG00000039488,Cntn5,1,0,0
Q9UQ52,ENSG00000134115,CNTN6,Q9JMB8,ENSMUSG00000030092,Cntn6,1,0,0
Q9BZ76,ENSG00000106714,CNTNAP3,NA,ENSMUSG00000033063,NA,1,0,0
Q9C0A0,ENSG00000152910,CNTNAP4,Q99P47,ENSMUSG00000031772,Cntnap4,1,0,0
Q5TAT6,ENSG00000197467,COL13A1,Q9R1N9,ENSMUSG00000058806,Col13a1,1,0,0
Q86Y22,ENSG00000050767,COL23A1,Q8K4G2,ENSMUSG00000063564,Col23a1,1,0,0
P21964,ENSG00000093010,COMT,O88587,ENSMUSG00000000326,Comt,1,0,0
Q96D53,ENSG00000123815,COQ8B ADCK4,NA,ENSMUSG00000003762,NA,1,0,0
Q9Y5Q5,ENSG00000145244,CORIN,Q9Z319,ENSMUSG00000005220,Corin,1,0,0
Q9ULV4,ENSG00000110880,CORO1C CRN2 CRNN4,Q9WUM4,ENSMUSG00000004530,Coro1c,1,0,0
O75976,ENSG00000108582,CPD,O89001,ENSMUSG00000020841,Cpd,1,0,0
P14384,ENSG00000135678,CPM,Q80V42,ENSMUSG00000020183,Cpm,1,0,0
Q99829,ENSG00000214078,CPNE1 CPN1,Q8C166,ENSMUSG00000074643,Cpne1,1,0,0
Q96FN4,ENSG00000140848,CPNE2,P59108,ENSMUSG00000034361,Cpne2,1,0,0
O75131,ENSG00000085719,CPNE3 CPN3 KIAA0636,Q8BT60,ENSMUSG00000028228,Cpne3,1,0,0
O95741,ENSG00000100884,CPNE6,Q9Z140,ENSMUSG00000022212,Cpne6,1,0,0
Q9UBL6,ENSG00000178773,CPNE7,Q0VE82,ENSMUSG00000034796,Cpne7,1,0,0
Q8IVL8,ENSG00000144410,CPO,NA,NA,NA,1,0,0
P82279,ENSG00000134376,CRB1,Q8VHS2,ENSMUSG00000063681,Crb1,1,0,0
Q5IJ48,ENSG00000148204,CRB2,Q80YA8,ENSMUSG00000035403,Crb2,1,0,0
Q9BUF7,ENSG00000130545,CRB3,Q8QZT4,ENSMUSG00000044279,Crb3,1,0,0
P34998,ENSG00000120088,CRHR1,P35347,ENSMUSG00000018634,Crhr1,1,0,0
Q13324,ENSG00000106113,CRHR2,Q60748,ENSMUSG00000003476,Crhr2,1,0,0
Q9NZV1,ENSG00000150938,CRIM1,Q9JLL0,ENSMUSG00000024074,Crim1,1,0,0
P46108,ENSG00000167193,CRK,Q64010,ENSMUSG00000017776,Crk,1,0,0
Q9HC73,ENSG00000205755,CRLF2,NA,ENSMUSG00000033467,NA,1,0,0
P09603,ENSG00000184371,CSF1,P07141,ENSMUSG00000014599,Csf1,1,0,0
P07333,ENSG00000182578,CSF1R,P09581,ENSMUSG00000024621,Csf1r,1,0,0
P15509,ENSG00000198223,CSF2RA,Q00941,ENSMUSG00000059326,Csf2ra,1,0,0
Q99062,ENSG00000119535,CSF3R,P40223,ENSMUSG00000028859,Csf3r,1,0,0
P41240,ENSG00000103653,CSK,P41241,ENSMUSG00000032312,Csk,1,0,0
Q7Z408,ENSG00000121904,CSMD2,NA,ENSMUSG00000028804,NA,1,0,0
Q7Z407,ENSG00000164796,CSMD3,Q80T79,ENSMUSG00000022311,Csmd3,1,0,0
P48730,ENSG00000141551,CSNK1D HCKID,Q9DC28,ENSMUSG00000025162,Csnk1d,1,0,0
Q6UVK1,ENSG00000173546,CSPG4,Q8VHY0,ENSMUSG00000032911,Cspg4,1,0,0
O95196,ENSG00000114646,CSPG5,Q71M36,ENSMUSG00000032482,Cspg5,1,0,0
Q5H943,ENSG00000204019,CT83 CXorf61 KKLC1,NA,NA,NA,1,0,0
P16410,ENSG00000163599,CTLA4,NA,ENSMUSG00000026011,NA,1,0,0
P35222,ENSG00000168036,CTNNB1 CTNNB OK/SW-cl.35 PRO2286,Q02248,ENSMUSG00000006932,Ctnnb1,1,0,0
O60716,ENSG00000198561,CTNND1 KIAA0384,P30999,ENSMUSG00000034101,Ctnnd1,1,0,0
O60716,ENSG00000198561,CTNND1 KIAA0384,P30999,ENSMUSG00000101645,Gm28635,1,0,0
O60931,ENSG00000040531,CTNS,P57757,ENSMUSG00000005949,Ctns,1,0,0
O60494,ENSG00000107611,CUBN IFCR,Q9JLB4,ENSMUSG00000026726,Cubn,1,0,0
P78423,ENSG00000006210,CX3CL1,O35188,ENSMUSG00000031778,Cx3cl1,1,0,0
P49238,ENSG00000168329,CX3CR1,Q9Z0D9,ENSMUSG00000052336,Cx3cr1,1,0,0
P78310,ENSG00000154639,CXADR,NA,ENSMUSG00000044860,NA,1,0,0
P25024,ENSG00000163464,CXCR1,P35343,ENSMUSG00000026180,Cxcr2,1,0,0
P25024,ENSG00000163464,CXCR1,Q810W6,ENSMUSG00000048480,Cxcr1,1,0,0
P25025,ENSG00000180871,CXCR2,P35343,ENSMUSG00000026180,Cxcr2,1,0,0
P25025,ENSG00000180871,CXCR2,Q810W6,ENSMUSG00000048480,Cxcr1,1,0,0
P49682,ENSG00000186810,CXCR3,O88410,ENSMUSG00000050232,Cxcr3,1,0,0
P61073,ENSG00000121966,CXCR4,NA,ENSMUSG00000045382,NA,1,0,0
P32302,ENSG00000160683,CXCR5,Q04683,ENSMUSG00000047880,Cxcr5,1,0,0
O00574,ENSG00000172215,CXCR6,Q9EQ16,ENSMUSG00000048521,Cxcr6,1,0,0
P13498,ENSG00000051523,CYBA,Q61462,ENSMUSG00000006519,Cyba,1,0,0
P04839,ENSG00000165168,CYBB,Q61093,ENSMUSG00000015340,Cybb,1,0,0
Q8TAV3,ENSG00000073067,CYP2W1,E9Q816,ENSMUSG00000029541,Cyp2w1,1,0,0
Q717R9,ENSG00000205795,CYS1,NA,ENSMUSG00000062563,NA,1,0,0
Q9Y271,ENSG00000173198,CYSLTR1,Q99JA4,ENSMUSG00000052821,Cysltr1,1,0,0
Q9NS75,ENSG00000152207,CYSLTR2,Q920A1,ENSMUSG00000033470,Cysltr2,1,0,0
Q14118,ENSG00000173402,DAG1,Q62165,ENSMUSG00000039952,Dag1,1,0,0
Q9Y4D2,ENSG00000134780,DAGLA,Q6WQJ1,ENSMUSG00000035735,Dagla,1,0,0
Q8NCG7,ENSG00000164535,DAGLB,Q91WC9,ENSMUSG00000039206,Daglb,1,0,0
Q96JQ0,ENSG00000166341,DCHS1,E9PVD3,ENSMUSG00000036862,Dchs1,1,0,0
Q9H295,ENSG00000164935,DCSTAMP,Q7TNJ0,ENSMUSG00000022303,Dcstamp,1,0,0
Q8IWE4,ENSG00000188215,DCUN1D3 SCCRO3,Q8K0V2,ENSMUSG00000048787,Dcun1d3,1,0,0
Q08345,ENSG00000204580,DDR1,Q03146,ENSMUSG00000003534,Ddr1,1,0,0
Q16832,ENSG00000162733,DDR2,Q62371,ENSMUSG00000026674,Ddr2,1,0,0
O95786,ENSG00000107201,DDX58,Q6Q899,ENSMUSG00000040296,Ddx58,1,0,0
Q9H4E7,ENSG00000023892,DEF6 IBP,NA,ENSMUSG00000002257,NA,1,0,0
P17661,ENSG00000175084,DES,P31001,ENSMUSG00000026208,Des,1,0,0
O60443,ENSG00000105928,DFNA5 ICERE1,Q9Z2D3,ENSMUSG00000029821,Dfna5,1,0,0
Q86XP1,ENSG00000102780,DGKH,NA,ENSMUSG00000034731,NA,1,0,0
P52824,ENSG00000145214,DGKQ DAGK4,Q6P5E8,ENSMUSG00000004815,Dgkq,1,0,0
Q13574,ENSG00000149091,DGKZ DAGK6,Q80UP3,ENSMUSG00000040479,Dgkz,1,0,0
O43323,ENSG00000139549,DHH,Q61488,ENSMUSG00000023000,Dhh,1,0,0
O60610,ENSG00000131504,DIAPH1 DIAP1,O08808,ENSMUSG00000024456,Diaph1,1,0,0
P55073,ENSG00000197406,DIO3 ITDI3 TXDI3,Q91ZI8,ENSMUSG00000075707,Dio3,1,0,0
Q9NRI5,ENSG00000162946,DISC1 KIAA0457,Q811T9,ENSMUSG00000043051,Disc1,1,0,0
Q15700,ENSG00000150672,DLG2,Q91XM9,ENSMUSG00000052572,Dlg2,1,0,0
P78352,ENSG00000132535,DLG4 PSD95,Q62108,ENSMUSG00000020886,Dlg4,0,0,1
O00548,ENSG00000198719,DLL1,Q61483,ENSMUSG00000014773,Dll1,1,0,0
Q9NR61,ENSG00000128917,DLL4,Q9JI71,ENSMUSG00000027314,Dll4,1,0,0
Q09013,ENSG00000104936,DMPK DM1PK MDPK,P54265,ENSMUSG00000030409,Dmpk,1,0,0
Q08495,ENSG00000158856,DMTN DMT EPB49,Q9WV69,ENSMUSG00000022099,Dmtn,1,0,0
Q8NFT8,ENSG00000187957,DNER,Q8JZM4,ENSMUSG00000036766,Dner,1,0,0
Q8N1I0,ENSG00000128512,DOCK4 KIAA0716,P59764,ENSMUSG00000035954,Dock4,1,0,0
Q9H7D0,ENSG00000147459,DOCK5,B2RY04,ENSMUSG00000044447,Dock5,1,0,0
Q8N350,ENSG00000099625,DOS,Q66L44,ENSMUSG00000035640,Cbarp,1,0,0
P16444,ENSG00000015413,DPEP1,P31428,ENSMUSG00000019278,Dpep1,1,0,0
Q8N608,ENSG00000175497,DPP10,NA,ENSMUSG00000036815,NA,1,0,0
P27487,ENSG00000197635,DPP4,P28843,ENSMUSG00000035000,Dpp4,1,0,0
P42658,ENSG00000130226,DPP6,Q9Z218,ENSMUSG00000061576,Dpp6,1,0,0
Q6UX65,ENSG00000156171,DRAM2 TMEM77 PSEC0031 UNQ154/PRO180,Q9CR48,ENSMUSG00000027900,Dram2,1,0,0
P21728,ENSG00000184845,DRD1,Q61616,ENSMUSG00000021478,Drd1,1,0,0
