"","protein_uniprot","ensembl","gene_name"
"1061","Q92759","ENSG00000226384","GTF2H4"
"1063","Q8IZ41","ENSG00000165105","RASEF"
"1067","P55060","ENSG00000124207","CSE1L"
"1068","Q8WZ42","ENSG00000283186","AC010680.1"
"1069","Q9UJW2","ENSG00000137251","TINAG"
"1070","P23141","ENSG00000198848","CES1"
"1071","Q9NX02","ENSG00000278682","NLRP2"
"1072","A4GXA9","ENSG00000197774","EME2"
"1073","Q7Z5A7","ENSG00000219438","FAM19A5"
"1076","O15226","ENSG00000186416","NKRF"
"1077","Q5VY43","ENSG00000187800","PEAR1"
"1078","Q8NBP5","ENSG00000135953","MFSD9"
"1080","Q9UER7","ENSG00000231617","DAXX"
"1081","A6NM45","ENSG00000185758","CLDN24"
"1083","Q9NYW2","ENSG00000277316","TAS2R8"
"1087","P0DMB1","ENSG00000255378","PRR23D2"
"1088","Q92620","ENSG00000140829","DHX38"
"1089","Q9BTZ2","ENSG00000157326","DHRS4"
"1093","P78537","ENSG00000135441","BLOC1S1"
"1103","O15160","ENSG00000171453","POLR1C"
"1106","Q9H3Q3","ENSG00000154252","GAL3ST2"
"1108","P61769","ENSG00000273686","B2M"
"1110","O95411","ENSG00000221995","TIAF1"
"1112","Q96MI9","ENSG00000166748","AGBL1"
"1114","Q96T59","ENSG00000223510","CDRT15"
"1116","Q96PN6","ENSG00000143199","ADCY10"
"1121","O95995","ENSG00000283182","AC133919.1"
"1125","Q6NXP2","ENSG00000205085","FAM71F2"
"1126","P32455","ENSG00000117228","GBP1"
"1127","Q9UHB4","ENSG00000283590","NDOR1"
"1128","Q9H2X6","ENSG00000064393","HIPK2"
"1129","Q15819","ENSG00000169139","UBE2V2"
"1130","Q8N328","ENSG00000243251","PGBD3"
"1133","Q8N8R7","ENSG00000152219","ARL14EP"
"1137","Q92747","ENSG00000241685","ARPC1A"
"1139","O15213","ENSG00000206284","WDR46"
"1148","Q7Z591","ENSG00000106948","AKNA"
"1153","P48551","ENSG00000159110","IFNAR2"
"1154","Q8TBP6","ENSG00000075303","SLC25A40"
"1156","Q13490","ENSG00000110330","BIRC2"
"1158","P09131","ENSG00000126903","SLC10A3"
"1161","Q8IYJ1","ENSG00000144550","CPNE9"
"1165","P0CG30","ENSG00000278695","GSTT2B"
"1166","Q8N131","ENSG00000152558","TMEM123"
"1167","Q13685","ENSG00000127837","AAMP"
"1168","A1L157","ENSG00000110900","TSPAN11"
"1173","O14771","ENSG00000085644","ZNF213"
"1174","Q9ULM0","ENSG00000054690","PLEKHH1"
"1176","Q9BQR3","ENSG00000172382","PRSS27"
"1177","Q08334","ENSG00000243646","IL10RB"
"1180","Q0VF49","ENSG00000283310","KIAA2012"
"1181","Q9BSV6","ENSG00000274078","TSEN34"
"1183","P09488","ENSG00000134184","GSTM1"
"1184","Q8N987","ENSG00000123119","NECAB1"
"1190","Q01740","ENSG00000010932","FMO1"
"1195","P21757","ENSG00000038945","MSR1"
"1199","P10828","ENSG00000151090","THRB"
"1200","Q6IPW1","ENSG00000282682","C11orf71"
"1202","Q86UR1","ENSG00000188747","NOXA1"
"1204","Q9BXL8","ENSG00000170779","CDCA4"
"1205","Q96GA3","ENSG00000135521","LTV1"
"1206","Q9UJV9","ENSG00000183258","DDX41"
"1209","Q8NGQ6","ENSG00000172377","OR9I1"
"1210","P62491","ENSG00000103769","RAB11A"
"1211","Q9NRJ4","ENSG00000130338","TULP4"
"1213","Q96N66","ENSG00000277923","MBOAT7"
"1214","P14678","ENSG00000125835","SNRPB"
"1215","Q9Y6X4","ENSG00000198780","FAM169A"
"1216","Q96S06","ENSG00000103227","LMF1"
"1217","Q9BZM4","ENSG00000131019","ULBP3"
"1224","O95471","ENSG00000181885","CLDN7"
"1227","P20155","ENSG00000128040","SPINK2"
"1228","Q01718","ENSG00000185231","MC2R"
"1230","P22314","ENSG00000130985","UBA1"
"1234","Q9H8X2","ENSG00000127080","IPPK"
"1235","P30837","ENSG00000137124","ALDH1B1"
"1236","Q5SRH9","ENSG00000085831","TTC39A"
"1237","Q6ZWI9","ENSG00000251258","RFPL4B"
"1244","Q5GLZ8","ENSG00000148634","HERC4"
"1247","P35680","ENSG00000275410","HNF1B"
"1248","P62942","ENSG00000088832","FKBP1A"
"1250","Q9NVR2","ENSG00000104613","INTS10"
"1253","Q147U1","ENSG00000196605","ZNF846"
"1254","Q6UX27","ENSG00000274953","VSTM1"
"1256","Q9Y6X8","ENSG00000178764","ZHX2"
"1257","P20138","ENSG00000105383","CD33"
"1260","P23246","ENSG00000116560","SFPQ"
"1261","Q9NUK0","ENSG00000076770","MBNL3"
"1262","P56645","ENSG00000049246","PER3"
"1264","Q86X40","ENSG00000168904","LRRC28"
"1266","Q8N0Y3","ENSG00000183706","OR4N4"
"1269","P01266","ENSG00000042832","TG"
"1270","Q6UWE0","ENSG00000148356","LRSAM1"
"1271","Q6UWY0","ENSG00000164291","ARSK"
"1274","Q8TDX5","ENSG00000153086","ACMSD"
"1275","Q16663","ENSG00000275718","CCL15"
"1276","Q494U1","ENSG00000187583","PLEKHN1"
"1278","Q99456","ENSG00000263243","KRT12"
"1281","P82914","ENSG00000116898","MRPS15"
"1282","Q9UBY0","ENSG00000115616","SLC9A2"
"1284","Q9H255","ENSG00000167332","OR51E2"
"1285","Q7Z2Q7","ENSG00000186105","LRRC70"
"1287","Q9BSV6","ENSG00000274129","TSEN34"
"1289","Q8NGL1","ENSG00000186119","OR5D18"
"1290","A6NIZ1","ENSG00000254893","AC113404.1"
"1291","Q6ZMQ8","ENSG00000181409","AATK"
"1292","P27216","ENSG00000104537","ANXA13"
"1294","C9J3V5","ENSG00000226174","TEX22"
"1295","Q8WXF7","ENSG00000198513","ATL1"
"1296","Q9Y3C6","ENSG00000137168","PPIL1"
"1298","Q9BXY4","ENSG00000146374","RSPO3"
"1300","Q8IYK4","ENSG00000198756","COLGALT2"
"1302","Q13753","ENSG00000058085","LAMC2"
"1304","P21583","ENSG00000049130","KITLG"
"1307","Q9HD40","ENSG00000109618","SEPSECS"
"1308","Q14677","ENSG00000113282","CLINT1"
"1310","Q9P2M1","ENSG00000109771","LRP2BP"
"1313","Q93096","ENSG00000112245","PTP4A1"
"1315","Q9C0K7","ENSG00000082146","STRADB"
"1316","Q03519","ENSG00000225967","TAP2"
"1319","P43220","ENSG00000112164","GLP1R"
"1322","Q6YI46","ENSG00000180694","TMEM64"
"1323","Q9HAU4","ENSG00000108854","SMURF2"
"1326","P48539","ENSG00000183036","PCP4"
"1327","Q96CD2","ENSG00000138621","PPCDC"
"1328","Q9NUJ7","ENSG00000182378","PLCXD1"
"1329","P35900","ENSG00000171431","KRT20"
"1330","Q5SQH8","ENSG00000224120","C6orf136"
"1331","P51686","ENSG00000173585","CCR9"
"1332","P55344","ENSG00000105370","LIM2"
"1337","Q96HR8","ENSG00000145414","NAF1"
"1338","Q96FE7","ENSG00000100100","PIK3IP1"
"1340","Q96M11","ENSG00000198331","HYLS1"
"1342","Q9BT40","ENSG00000132376","INPP5K"
"1343","Q8TDR2","ENSG00000125834","STK35"
"1344","Q9P016","ENSG00000151500","THYN1"
"1345","Q6NY19","ENSG00000186994","KANK3"
"1346","P0C7V8","ENSG00000189186","DCAF8L2"
"1348","O00421","ENSG00000121797","CCRL2"
"1349","Q5TYX0","ENSG00000276420","PRAMEF5"
"1351","Q8N1D5","ENSG00000157330","C1orf158"
"1353","Q8N9R8","ENSG00000173611","SCAI"
"1354","Q86TL2","ENSG00000213533","TMEM110"
"1356","O75460","ENSG00000178607","ERN1"
"1359","Q03013","ENSG00000168765","GSTM4"
"1360","P50990","ENSG00000156261","CCT8"
"1363","P0DMV9","ENSG00000232804","HSPA1B"
"1365","Q9UGF7","ENSG00000242022","OR12D3"
"1367","A8MPY1","ENSG00000183185","GABRR3"
"1369","Q9UQK1","ENSG00000119938","PPP1R3C"
"1370","P57103","ENSG00000100678","SLC8A3"
"1371","Q96KK4","ENSG00000229412","OR10C1"
"1373","Q5VU69","ENSG00000163263","C1orf189"
"1374","O60245","ENSG00000169851","PCDH7"
"1376","O15218","ENSG00000166856","GPR182"
"1377","A1A4G5","ENSG00000206535","LNP1"
"1379","Q6UX53","ENSG00000170439","METTL7B"
"1382","Q9H160","ENSG00000168556","ING2"
"1383","Q9NU63","ENSG00000234669","ZFP57"
"1385","Q8NB46","ENSG00000139645","ANKRD52"
"1388","Q8WWY3","ENSG00000277953","PRPF31"
"1389","P0DI80","ENSG00000259120","SMIM6"
"1393","P50213","ENSG00000166411","IDH3A"
"1394","A8MVS5","ENSG00000214212","C19orf38"
"1395","Q9ULW6","ENSG00000186462","NAP1L2"
"1396","Q5H9J9","ENSG00000215029","TCP11X2"
"1397","Q8NGK9","ENSG00000205029","OR5D16"
"1398","O95741","ENSG00000100884","CPNE6"
"1399","Q96KR7","ENSG00000087495","PHACTR3"
"1400","Q9NS75","ENSG00000152207","CYSLTR2"
"1401","P16402","ENSG00000124575","HIST1H1D"
"1406","A6NCI4","ENSG00000175267","VWA3A"
"1407","Q6UWX4","ENSG00000143512","HHIPL2"
"1408","P55056","ENSG00000267467","APOC4"
"1412","Q16513","ENSG00000065243","PKN2"
"1413","Q08629","ENSG00000152377","SPOCK1"
"1414","P59817","ENSG00000169548","ZNF280A"
"1415","P07359","ENSG00000185245","GP1BA"
"1417","Q06190","ENSG00000073711","PPP2R3A"
"1418","Q96DU3","ENSG00000162739","SLAMF6"
"1420","Q96IK5","ENSG00000087338","GMCL1"
"1421","P0C1Z6","ENSG00000273833","TFPT"
"1425","Q6IV72","ENSG00000204947","ZNF425"
"1428","Q9NUT2","ENSG00000197150","ABCB8"
"1429","O14772","ENSG00000254685","FPGT"
"1430","O43345","ENSG00000160321","ZNF208"
"1431","Q13315","ENSG00000149311","ATM"
"1432","P41134","ENSG00000125968","ID1"
"1434","Q8IUC1","ENSG00000182591","KRTAP11-1"
"1435","Q14BN4","ENSG00000163681","SLMAP"
"1437","P0CE71","ENSG00000135175","OCM2"
"1438","P58557","ENSG00000182362","YBEY"
"1439","Q9BY67","ENSG00000182985","CADM1"
"1441","Q96N66","ENSG00000277733","MBOAT7"
"1446","Q8N139","ENSG00000154262","ABCA6"
"1447","Q6PJW8","ENSG00000162852","CNST"
"1448","Q8IYP2","ENSG00000276785","PRSS58"
"1449","Q9NX02","ENSG00000275082","NLRP2"
"1450","Q496Y0","ENSG00000175556","LONRF3"
"1452","Q3SYF9","ENSG00000244362","KRTAP19-7"
"1453","Q12889","ENSG00000085465","OVGP1"
"1454","Q9P2D1","ENSG00000171316","CHD7"
"1456","Q9Y2E5","ENSG00000013288","MAN2B2"
"1460","Q9H6F2","ENSG00000072954","TMEM38A"
"1461","Q96MF4","ENSG00000163081","CCDC140"
"1466","Q5MJ07","ENSG00000204363","SPANXN5"
"1470","Q96IZ2","ENSG00000111863","ADTRP"
"1471","P35609","ENSG00000077522","ACTN2"
"1473","Q1ZZU3","ENSG00000175854","SWI5"
"1474","Q08188","ENSG00000125780","TGM3"
"1475","Q14112","ENSG00000087303","NID2"
"1478","P49711","ENSG00000102974","CTCF"
"1479","Q14165","ENSG00000110917","MLEC"
"1482","P38435","ENSG00000115486","GGCX"
"1483","C9JH25","ENSG00000224940","PRRT4"
"1485","Q9NW81","ENSG00000105341","ATP5SL"
"1486","O94956","ENSG00000137491","SLCO2B1"
"1489","Q96GZ6","ENSG00000114544","SLC41A3"
"1490","P0C0S8","ENSG00000276903","HIST1H2AL"
"1492","Q1L5Z9","ENSG00000170500","LONRF2"
"1493","Q8TDU6","ENSG00000179921","GPBAR1"
"1494","Q8TE49","ENSG00000169918","OTUD7A"
"1495","Q9HAI6","ENSG00000120280","CXorf21"
"1497","Q99218","ENSG00000099721","AMELY"
"1499","P28161","ENSG00000213366","GSTM2"
"1500","A6NL26","ENSG00000198283","OR5B21"
"1504","Q9P2G4","ENSG00000212916","MAP10"
"1505","Q8TCS8","ENSG00000138035","PNPT1"
"1506","Q9BWQ8","ENSG00000135472","FAIM2"
"1507","Q96P44","ENSG00000124749","COL21A1"
"1508","P63267","ENSG00000163017","ACTG2"
"1509","Q86W28","ENSG00000179709","NLRP8"
"1510","Q9Y2H0","ENSG00000080845","DLGAP4"
"1513","Q9UGL9","ENSG00000169509","CRCT1"
"1517","Q86WQ0","ENSG00000184162","NR2C2AP"
"1520","P35613","ENSG00000172270","BSG"
"1522","P25490","ENSG00000100811","YY1"
"1524","O43167","ENSG00000112365","ZBTB24"
"1525","Q9Y6X0","ENSG00000152217","SETBP1"
"1526","Q96K76","ENSG00000170242","USP47"
"1527","Q13094","ENSG00000043462","LCP2"
"1528","O95389","ENSG00000112761","WISP3"
"1529","Q96BZ8","ENSG00000278426","LENG1"
"1530","P08172","ENSG00000181072","CHRM2"
"1534","P0C0L4","ENSG00000206340","C4A"
"1535","O95954","ENSG00000160282","FTCD"
"1536","Q9NVS9","ENSG00000108439","PNPO"
"1537","Q9Y5P4","ENSG00000113163","COL4A3BP"
"1538","P0C7P2","ENSG00000205853","RFPL3S"
"1539","Q6ZRI8","ENSG00000147256","ARHGAP36"
"1541","Q99706","ENSG00000189013","KIR2DL4"
"1543","P04000","ENSG00000102076","OPN1LW"
"1546","Q04695","ENSG00000128422","KRT17"
"1547","O15258","ENSG00000157916","RER1"
"1548","Q9Y3Q7","ENSG00000278548","ADAM18"
"1551","Q9BR61","ENSG00000230124","ACBD6"
"1553","Q9H672","ENSG00000183475","ASB7"
"1554","O75907","ENSG00000185000","DGAT1"
"1555","Q15678","ENSG00000152104","PTPN14"
"1557","Q3LI70","ENSG00000186925","KRTAP19-6"
"1559","Q96BF3","ENSG00000167664","TMIGD2"
"1561","Q9Y6X2","ENSG00000131788","PIAS3"
"1564","O75052","ENSG00000198929","NOS1AP"
"1565","Q96P53","ENSG00000139668","WDFY2"
"1567","Q8IY57","ENSG00000015153","YAF2"
"1568","Q9ULQ1","ENSG00000186815","TPCN1"
"1569","P53992","ENSG00000176986","SEC24C"
"1570","P49765","ENSG00000173511","VEGFB"
"1573","Q99944","ENSG00000240592","EGFL8"
"1574","Q9Y619","ENSG00000102743","SLC25A15"
"1577","Q9P2D3","ENSG00000008869","HEATR5B"
"1582","Q5SRR4","ENSG00000206404","LY6G5C"
"1583","C9J3I9","ENSG00000234511","C5orf58"
"1584","Q5JSZ5","ENSG00000130723","PRRC2B"
"1586","P43628","ENSG00000278327","KIR2DL3"
"1587","Q5JX71","ENSG00000124103","FAM209A"
"1588","Q9H400","ENSG00000203896","LIME1"
"1595","Q8WXD5","ENSG00000152147","GEMIN6"
"1599","P19320","ENSG00000162692","VCAM1"
"1600","Q9BSY9","ENSG00000121644","DESI2"
"1603","P0C0S8","ENSG00000275221","HIST1H2AK"
"1605","Q9BQ67","ENSG00000105447","GRWD1"
"1607","Q9BYR8","ENSG00000212901","KRTAP3-1"
"1611","P38570","ENSG00000083457","ITGAE"
"1612","Q7Z3Y7","ENSG00000173908","KRT28"
"1613","Q9NZQ8","ENSG00000070985","TRPM5"
"1614","Q6X4T0","ENSG00000177627","C12orf54"
"1615","P20036","ENSG00000231389","HLA-DPA1"
"1617","Q9UNK9","ENSG00000013523","ANGEL1"
"1624","P34995","ENSG00000160951","PTGER1"
"1627","Q6PI26","ENSG00000144736","SHQ1"
"1631","P31249","ENSG00000128652","HOXD3"
"1632","Q96F10","ENSG00000141504","SAT2"
"1633","O95867","ENSG00000228859","LY6G6C"
"1634","P62854","ENSG00000197728","RPS26"
"1638","P46783","ENSG00000124614","RPS10"
"1641","O14757","ENSG00000149554","CHEK1"
"1645","Q9H4I9","ENSG00000272901","SMDT1"
"1646","O14522","ENSG00000196090","PTPRT"
"1648","Q5TYW1","ENSG00000274349","ZNF658"
"1649","P01137","ENSG00000105329","TGFB1"
"1651","Q8N8U2","ENSG00000166446","CDYL2"
"1652","Q12912","ENSG00000118308","LRMP"
"1654","P01742","ENSG00000211973","IGHV1-69"
"1655","Q96BR6","ENSG00000188295","ZNF669"
"1656","O76002","ENSG00000232945","OR2J2"
"1657","P59894","ENSG00000170959","DCDC1"
"1658","Q0VAM2","ENSG00000138670","RASGEF1B"
"1663","Q9NXC2","ENSG00000145990","GFOD1"
"1664","Q92506","ENSG00000228712","HSD17B8"
"1668","Q9H6R6","ENSG00000023041","ZDHHC6"
"1670","P05230","ENSG00000113578","FGF1"
"1671","O14960","ENSG00000145826","LECT2"
"1672","Q96GL9","ENSG00000143340","FAM163A"
"1673","O95479","ENSG00000049239","H6PD"
"1674","P28356","ENSG00000128709","HOXD9"
"1676","Q9UPQ3","ENSG00000157985","AGAP1"
"1677","P43361","ENSG00000156009","MAGEA8"
"1679","Q8WWY8","ENSG00000163898","LIPH"
"1680","Q86V20","ENSG00000122376","FAM35A"
"1683","Q96EL1","ENSG00000185614","FAM212A"
"1686","Q16534","ENSG00000108924","HLF"
"1688","Q8NA19","ENSG00000154655","L3MBTL4"
"1690","Q96N06","ENSG00000167523","SPATA33"
"1691","Q969S0","ENSG00000205060","SLC35B4"
"1694","Q9H0R4","ENSG00000167220","HDHD2"
"1697","P54284","ENSG00000167535","CACNB3"
"1698","P52655","ENSG00000165417","GTF2A1"
"1699","Q9H106","ENSG00000125900","SIRPD"
"1703","O15078","ENSG00000198707","CEP290"
"1706","P29558","ENSG00000153250","RBMS1"
"1707","O60504","ENSG00000120896","SORBS3"
"1708","P68431","ENSG00000197153","HIST1H3J"
"1709","Q8TC21","ENSG00000172748","ZNF596"
"1711","Q15746","ENSG00000065534","MYLK"
"1712","Q96GR2","ENSG00000103740","ACSBG1"
"1713","Q96F05","ENSG00000171067","C11orf24"
"1714","Q8N5L8","ENSG00000164967","RPP25L"
"1715","Q8NGP2","ENSG00000172487","OR8J1"
"1717","Q0PNE2","ENSG00000163832","ELP6"
"1719","P49441","ENSG00000151689","INPP1"
"1722","A6NEM1","ENSG00000197978","GOLGA6L9"
"1723","P02774","ENSG00000145321","GC"
"1725","P26583","ENSG00000164104","HMGB2"
"1726","Q9Y371","ENSG00000097033","SH3GLB1"
"1727","O14936","ENSG00000147044","CASK"
"1730","Q13751","ENSG00000196878","LAMB3"
"1736","Q96B26","ENSG00000120699","EXOSC8"
"1737","P25789","ENSG00000041357","PSMA4"
"1738","Q12955","ENSG00000151150","ANK3"
"1740","P27986","ENSG00000145675","PIK3R1"
"1741","P68431","ENSG00000275379","HIST1H3I"
"1742","Q8TCE9","ENSG00000006659","LGALS14"
"1743","O14645","ENSG00000163879","DNALI1"
"1744","Q9NTX7","ENSG00000118518","RNF146"
"1745","P62805","ENSG00000275126","HIST1H4L"
"1746","P01375","ENSG00000230108","TNF"
"1747","Q9HB07","ENSG00000139637","C12orf10"
"1752","Q14397","ENSG00000084734","GCKR"
"1753","Q99878","ENSG00000276368","HIST1H2AJ"
"1755","Q9BVC3","ENSG00000136982","DSCC1"
"1758","O14581","ENSG00000185385","OR7A17"
"1759","P54840","ENSG00000111713","GYS2"
"1760","Q99607","ENSG00000102034","ELF4"
"1761","P13693","ENSG00000133112","TPT1"
"1762","O15347","ENSG00000029993","HMGB3"
"1764","Q6S545","ENSG00000198062","POTEH"
"1765","A6NFU0","ENSG00000214447","FAM187A"
"1766","Q70EL2","ENSG00000123552","USP45"
"1770","Q9Y225","ENSG00000101236","RNF24"
"1772","Q6P1Q9","ENSG00000165055","METTL2B"
"1773","Q96FZ2","ENSG00000183624","HMCES"
"1776","Q96A57","ENSG00000089063","TMEM230"
"1777","P04234","ENSG00000167286","CD3D"
"1778","Q8NI27","ENSG00000125676","THOC2"
"1779","Q9BTM9","ENSG00000167118","URM1"
"1786","Q5BJH7","ENSG00000167645","YIF1B"
"1787","Q6IQ21","ENSG00000198146","ZNF770"
"1789","Q9H0N5","ENSG00000132570","PCBD2"
"1790","Q01101","ENSG00000173404","INSM1"
"1791","Q9HCN6","ENSG00000088053","GP6"
"1793","Q8N4G2","ENSG00000179674","ARL14"
"1795","P0CJ70","ENSG00000256222","MTRNR2L3"
"1798","Q96AG3","ENSG00000164209","SLC25A46"
"1799","Q86X19","ENSG00000186889","TMEM17"
"1800","Q9NYW1","ENSG00000273086","TAS2R9"
"1802","Q9Y3N9","ENSG00000228652","OR2W1"
"1803","Q5VUM1","ENSG00000154079","SDHAF4"
"1807","Q6PGQ7","ENSG00000136122","BORA"
"1808","Q9ULW0","ENSG00000088325","TPX2"
"1810","Q9NZJ6","ENSG00000132423","COQ3"
"1811","Q96F83","ENSG00000140104","C14orf79"
"1813","P07204","ENSG00000178726","THBD"
"1815","P09493","ENSG00000140416","TPM1"
"1816","Q8WUB8","ENSG00000130024","PHF10"
"1818","P15814","ENSG00000128322","IGLL1"
"1819","Q8WX94","ENSG00000277786","NLRP7"
"1820","P61165","ENSG00000134825","TMEM258"
"1823","Q9BYQ2","ENSG00000262896","KRTAP9-4"
"1825","Q9BZG9","ENSG00000180155","LYNX1"
"1826","Q5T7P3","ENSG00000196734","LCE1B"
"1828","O95503","ENSG00000183741","CBX6"
"1831","Q96A84","ENSG00000186998","EMID1"
"1832","O75695","ENSG00000102218","RP2"
"1833","Q9NYZ2","ENSG00000147454","SLC25A37"
"1836","P07858","ENSG00000164733","CTSB"
"1837","Q8WW12","ENSG00000081154","PCNP"
"1839","O76082","ENSG00000197375","SLC22A5"
"1840","Q8NBN7","ENSG00000278284","RDH13"
"1841","Q8N884","ENSG00000164430","MB21D1"
"1842","P50895","ENSG00000187244","BCAM"
"1843","Q9NVI7","ENSG00000197785","ATAD3A"
"1845","O75896","ENSG00000114383","TUSC2"
"1846","Q9BXL5","ENSG00000136929","HEMGN"
"1848","O95866","ENSG00000224393","C6orf25"
"1850","P21917","ENSG00000069696","DRD4"
"1852","Q9Y5A6","ENSG00000166529","ZSCAN21"
"1854","Q9H3H5","ENSG00000172269","DPAGT1"
"1855","Q99496","ENSG00000121481","RNF2"
"1856","Q9BYP9","ENSG00000262594","KRTAP9-9"
"1859","Q8WW32","ENSG00000176256","HMGB4"
"1860","Q8N5V2","ENSG00000066248","NGEF"
"1861","Q9NXD2","ENSG00000277086","MTMR10"
"1863","Q8TAY7","ENSG00000197245","FAM110D"
"1866","Q06945","ENSG00000124766","SOX4"
"1870","P01222","ENSG00000134200","TSHB"
"1871","Q86UW8","ENSG00000187664","HAPLN4"
"1872","Q9UKJ5","ENSG00000109220","CHIC2"
"1875","Q92562","ENSG00000112367","FIG4"
"1876","Q9P2Z0","ENSG00000129028","THAP10"
"1882","O15164","ENSG00000122779","TRIM24"
"1883","P53420","ENSG00000081052","COL4A4"
"1885","Q3ZCM7","ENSG00000261456","TUBB8"
"1889","Q8IWF2","ENSG00000100350","FOXRED2"
"1890","Q13011","ENSG00000104823","ECH1"
"1891","Q96GC5","ENSG00000175581","MRPL48"
"1895","Q8N0T1","ENSG00000176731","C8orf59"
"1897","Q99877","ENSG00000233822","HIST1H2BN"
"1899","O60711","ENSG00000110031","LPXN"
"1901","Q8N3Z6","ENSG00000147905","ZCCHC7"
"1906","P57764","ENSG00000278718","GSDMD"
"1907","Q99805","ENSG00000125304","TM9SF2"
"1911","Q9UNK4","ENSG00000117215","PLA2G2D"
"1914","Q96CN7","ENSG00000066583","ISOC1"
"1915","Q9Y487","ENSG00000185344","ATP6V0A2"
"1916","P35790","ENSG00000110721","CHKA"
"1918","Q13508","ENSG00000156219","ART3"
"1919","Q9UIF9","ENSG00000076108","BAZ2A"
"1922","Q68DK2","ENSG00000072121","ZFYVE26"
"1923","O60224","ENSG00000268009","SSX4"
"1924","P62888","ENSG00000156482","RPL30"
"1925","P61812","ENSG00000092969","TGFB2"
"1926","Q6UX27","ENSG00000276363","VSTM1"
"1929","P27797","ENSG00000179218","CALR"
"1930","P57735","ENSG00000132698","RAB25"
"1931","P18887","ENSG00000073050","XRCC1"
"1932","Q66K14","ENSG00000197226","TBC1D9B"
"1935","P13535","ENSG00000133020","MYH8"
"1936","Q14943","ENSG00000275608","KIR3DS1"
"1939","Q96KP1","ENSG00000112685","EXOC2"
"1942","Q9P2N2","ENSG00000088756","ARHGAP28"
"1944","Q9UM11","ENSG00000105325","FZR1"
"1949","Q96N66","ENSG00000274194","MBOAT7"
"1953","P37275","ENSG00000148516","ZEB1"
"1955","O76096","ENSG00000077984","CST7"
"1956","Q8WZA9","ENSG00000167378","IRGQ"
"1957","Q5T011","ENSG00000198198","SZT2"
"1960","Q13454","ENSG00000104723","TUSC3"
"1961","O43543","ENSG00000196584","XRCC2"
"1965","Q86VF7","ENSG00000197893","NRAP"
"1968","Q03395","ENSG00000149489","ROM1"
"1970","C9J6K1","ENSG00000235034","C19orf81"
"1976","O15320","ENSG00000150527","CTAGE5"
"1977","Q9BTP7","ENSG00000131944","FAAP24"
"1979","Q8IYW5","ENSG00000163961","RNF168"
"1982","Q8IZK6","ENSG00000153898","MCOLN2"
"1985","P54315","ENSG00000187021","PNLIPRP1"
"1986","Q96T76","ENSG00000155229","MMS19"
"1987","Q8TDE3","ENSG00000173431","RNASE8"
"1988","P33527","ENSG00000278183","ABCC1"
"1989","O00241","ENSG00000101307","SIRPB1"
"1990","Q7Z465","ENSG00000163141","BNIPL"
"1993","Q1A5X6","ENSG00000214216","IQCJ"
"1994","O95858","ENSG00000099282","TSPAN15"
"1995","O43852","ENSG00000128595","CALU"
"1996","Q8WV83","ENSG00000115084","SLC35F5"
"1999","Q8NBT0","ENSG00000164087","POC1A"
"2000","Q8N4L8","ENSG00000159214","CCDC24"
"2001","P52907","ENSG00000116489","CAPZA1"
"2002","Q8WVD3","ENSG00000134758","RNF138"
"2003","Q9NS91","ENSG00000070950","RAD18"
"2006","Q9H310","ENSG00000132677","RHBG"
"2007","Q9Y2G0","ENSG00000084710","EFR3B"
"2011","Q9HA64","ENSG00000141560","FN3KRP"
"2012","B1AJZ9","ENSG00000142621","FHAD1"
"2013","Q96G27","ENSG00000239779","WBP1"
"2015","O95747","ENSG00000172939","OXSR1"
"2016","Q99075","ENSG00000113070","HBEGF"
"2017","Q9BWV3","ENSG00000102543","CDADC1"
"2018","Q99570","ENSG00000196455","PIK3R4"
"2020","Q13459","ENSG00000099331","MYO9B"
"2024","Q99436","ENSG00000136930","PSMB7"
"2026","Q13216","ENSG00000049167","ERCC8"
"2027","O14662","ENSG00000124222","STX16"
"2028","Q86UT6","ENSG00000160703","NLRX1"
"2034","Q5TFQ8","ENSG00000101307","SIRPB1"
"2037","Q8N5I9","ENSG00000151131","C12orf45"
"2039","Q96JA1","ENSG00000144749","LRIG1"
"2040","Q9UP52","ENSG00000106327","TFR2"
"2041","Q96EL3","ENSG00000204822","MRPL53"
"2042","Q8WYQ3","ENSG00000273607","CHCHD10"
"2046","Q6P1L6","ENSG00000088876","ZNF343"
"2047","Q86V87","ENSG00000158863","FAM160B2"
"2048","P53804","ENSG00000182670","TTC3"
"2049","Q8NFY9","ENSG00000163376","KBTBD8"
"2050","Q9NRA8","ENSG00000184708","EIF4ENIF1"
"2052","Q96MN2","ENSG00000160505","NLRP4"
"2054","P00441","ENSG00000142168","SOD1"
"2055","Q9BXS5","ENSG00000072958","AP1M1"
"2057","A0A075B759","ENSG00000271567","PPIAL4E"
"2060","O75602","ENSG00000077327","SPAG6"
"2062","Q6NXE6","ENSG00000105676","ARMC6"
"2063","Q14687","ENSG00000131149","GSE1"
