id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-SS0938C6980,Q9NR61,Q9UM47,DLL4_HUMAN,NOTC3_HUMAN,curated,PMID: 22353464
CPI-SS093922D5A,O15467,P41597,CCL16_HUMAN,CCR2_HUMAN,curated,PMID: 24218476
CPI-SS093E05DD4,P20783,Q16620,NTF3_HUMAN,NTRK2_HUMAN,curated,uniprot
CPI-SS0947A8549,P17948,P49765,VGFR1_HUMAN,VEGFB_HUMAN,curated,uniprot
CPI-SS094C06AA8,P01350,Q8TDT2,GAST_HUMAN,GP152_HUMAN,"IMEx,IntAct",
CPI-SS095DCA7F7,P59901,Q10589,LIRA4_HUMAN,BST2_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/19564354/
CPI-SS095E52E66,P50591,Q9UBN6,TNF10_HUMAN,TR10D_HUMAN,curated,uniprot
CPI-SS09648FAA9,Q96RJ3,Q9Y275,TR13C_HUMAN,TN13B_HUMAN,guidetopharmacology.org,
CPI-SS0970409BD,O95393,Q14943,BMP10_HUMAN,KI3S1_HUMAN,"IMEx,IntAct",
CPI-SS0974EB232,Q16570,Q92583,ACKR1_HUMAN,CCL17_HUMAN,I2D,
CPI-SS0978D28AB,Q02297,Q96JQ5,NRG1_HUMAN,M4A4A_HUMAN,"IMEx,IntAct",
CPI-SS09808DEAE,P04233,P05067,HG2A_HUMAN,A4_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/19849849
CPI-SS098425155,P07550,P49765,ADRB2_HUMAN,VEGFB_HUMAN,InnateDB-All,
CPI-SS0984C2931,P56704,Q07954,WNT3A_HUMAN,LRP1_HUMAN,I2D,
CPI-SS0987A89AE,HLAB,P43630,HLAB,KI3L2_HUMAN,curated,uniprot
CPI-SS098EFF959,P32248,Q99731,CCR7_HUMAN,CCL19_HUMAN,curated,PMID: 24218476
CPI-SS098F416C1,P21802,Q9UBH6,FGFR2_HUMAN,XPR1_HUMAN,InnateDB-All,
CPI-SS098F8DB82,P01189,P32245,COLI_HUMAN,MC4R_HUMAN,guidetopharmacology.org,
CPI-SS099C401F7,P27037,P58166,AVR2A_HUMAN,INHBE_HUMAN,curated,PMID: 22710174
CPI-SS09A36B221,P23560,Q99523,BDNF_HUMAN,SORT_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS09A3A441F,P25092,Q02747,GUC2C_HUMAN,GUC2A_HUMAN,guidetopharmacology.org,
CPI-SS09A3FA737,P43490,Q15077,NAMPT_HUMAN,P2RY6_HUMAN,"IMEx,IntAct",
CPI-SS09AFCF898,P41597,P80075,CCR2_HUMAN,CCL8_HUMAN,curated,PMID: 24218476
CPI-SS09C06644C,Q8N126,Q9BY67,CADM3_HUMAN,CADM1_HUMAN,curated,uniprot
CPI-SS09C4988F8,P07225,Q06418,PROS_HUMAN,TYRO3_HUMAN,guidetopharmacology.org,
CPI-SS09C4FCB90,P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/1683685
CPI-SS09C52F54E,O00182,Q92673,LEG9_HUMAN,SORL_HUMAN,InnateDB-All,
CPI-SS09C917D22,P01375,P35916,TNFA_HUMAN,VGFR3_HUMAN,InnateDB-All,
CPI-SS09CA492BA,P20827,P29320,EFNA1_HUMAN,EPHA3_HUMAN,curated,PMID: 15114347
CPI-SS09CCC0451,P58166,Q13705,INHBE_HUMAN,AVR2B_HUMAN,curated,PMID: 22710174
CPI-SS09CF5B145,O00253,P32245,AGRP_HUMAN,MC4R_HUMAN,guidetopharmacology.org,
CPI-SS09D379E5B,Q99466,Q9NYJ7,NOTC4_HUMAN,DLL3_HUMAN,curated,PMID: 22353464
CPI-SS09D5B5F9C,Q07954,Q4G0M1,LRP1_HUMAN,ERFE_HUMAN,InnateDB-All,
CPI-SS09E3F5044,P52803,P54756,EFNA5_HUMAN,EPHA5_HUMAN,curated,PMID: 15114347
CPI-SS09EF54490,Q8WXG9,Q96T91,GPR98_HUMAN,GPHA2_HUMAN,InnateDB-All,
CPI-SS09F430F14,P08138,P60568,TNR16_HUMAN,IL2_HUMAN,I2D,
CPI-SS09F973C1A,P29317,P52798,EPHA2_HUMAN,EFNA4_HUMAN,curated,PMID: 15114347
CPI-SS09FAC4977,O14625,P49682,CXL11_HUMAN,CXCR3_HUMAN,curated,PMID: 24218476
CPI-SS09FF3A1EA,O00144,P09544,FZD9_HUMAN,WNT2_HUMAN,curated,PMID: 24032637
CPI-SS0A021DB6E,P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,curated,PMID: 24218476
CPI-SS0A05319F5,P06850,Q13324,CRF_HUMAN,CRFR2_HUMAN,"I2D,InnateDB-All",
CPI-SS0A06F86B9,P01298,P50391,PAHO_HUMAN,NPY4R_HUMAN,guidetopharmacology.org,
CPI-SS0A0DE9CD6,P01588,P54760,EPO_HUMAN,EPHB4_HUMAN,"IMEx,InnateDB-All,IntAct",
CPI-SS0A1864A37,P16066,P23582,ANPRA_HUMAN,ANFC_HUMAN,InnateDB-All,
CPI-SS0A19E9C34,P00533,P35070,EGFR_HUMAN,BTC_HUMAN,curated,uniprot
CPI-SS0A28DCA72,P48061,P61073,SDF1_HUMAN,CXCR4_HUMAN,curated,PMID: 24218476
CPI-SS0A2949959,P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/15795245
CPI-SS0A2D7895C,P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/21982860
CPI-SS0A34EE366,P46531,P80370,NOTC1_HUMAN,DLK1_HUMAN,curated,PMID: 22353464
CPI-SS0A3569604,P01344,P14735,IGF2_HUMAN,IDE_HUMAN,"I2D,InnateDB-All",
CPI-SS0A42A3690,Q8NHW4,Q9H7M9,CC4L_HUMAN,GI24_HUMAN,"IMEx,IntAct",
CPI-SS0A4EE6FE1,O75197,P58499,LRP5_HUMAN,FAM3B_HUMAN,InnateDB-All,
CPI-SS0A4F27388,P19438,P48023,TNR1A_HUMAN,TNFL6_HUMAN,"I2D,InnateDB-All",
CPI-SS0A5B945E3,P54753,Q15768,EPHB3_HUMAN,EFNB3_HUMAN,curated,PMID: 15114347
CPI-SS0A5DF05C0,Q495A1,Q92692,TIGIT_HUMAN,PVRL2_HUMAN,curated,"PMID: 1313846, Induces NK Cell Inhibition. Reviewed in PMID:24987108"
CPI-SS0A606E2DA,P01241,P16471,SOMA_HUMAN,PRLR_HUMAN,"I2D,InnateDB-All,IntAct",
CPI-SS0A6477344,Q8TDU9,Q8WXF3,RL3R2_HUMAN,REL3_HUMAN,guidetopharmacology.org,
CPI-SS0A683CBC1,P56706,Q9ULW2,WNT7B_HUMAN,FZD10_HUMAN,curated,PMID: 24032637
CPI-SS0A69F13A3,P56705,Q99835,WNT4_HUMAN,SMO_HUMAN,I2D,
CPI-SS0A76A8E97,P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/11169396
CPI-SS0A7B487D4,A4D1S0,O96014,KLRG2_HUMAN,WNT11_HUMAN,InnateDB-All,
CPI-SS0A7E3A1AF,P01031,Q9P296,CO5_HUMAN,C5AR2_HUMAN,guidetopharmacology.org,
CPI-SS0A81A3626,O00755,P01130,WNT7A_HUMAN,LDLR_HUMAN,InnateDB-All,
CPI-SS0A82945AA,P10082,P50391,PYY_HUMAN,NPY4R_HUMAN,guidetopharmacology.org,
CPI-SS0A83A7E30,O75888,P25445,TNF13_HUMAN,TNR6_HUMAN,"I2D,InnateDB-All",
CPI-SS0A8627ED6,P15151,Q15762,PVR_HUMAN,CD226_HUMAN,curated,"activating interaction PMID: 15607800, NK cell cytotoxicity. PMID: 24440149"
CPI-SS0A866903F,Q8NHW4,Q8TDT2,CC4L_HUMAN,GP152_HUMAN,"IMEx,IntAct",
CPI-SS0A874F65F,Q9BXB1,Q9BXY4,LGR4_HUMAN,RSPO3_HUMAN,guidetopharmacology.org,
CPI-SS0A915097A,O15399,Q14005,NMDE4_HUMAN,IL16_HUMAN,I2D,
CPI-SS0A91954A0,P34925,P56704,RYK_HUMAN,WNT3A_HUMAN,I2D,
CPI-SS0A93C11C8,P08138,P23560,TNR16_HUMAN,BDNF_HUMAN,curated,uniprot
CPI-SS0A9E884E0,P41217,Q8TD46,OX2G_HUMAN,MO2R1_HUMAN,curated,"PMID: 22020332, also called CD200-CD200R"
CPI-SS0A9F17199,P10082,P25929,PYY_HUMAN,NPY1R_HUMAN,guidetopharmacology.org,
CPI-SS0A9FB762A,O00182,Q15262,LEG9_HUMAN,PTPRK_HUMAN,InnateDB-All,
CPI-SS0AA47D179,O14836,P32970,TR13B_HUMAN,CD70_HUMAN,InnateDB-All,
CPI-SS0AA5ECE7B,O15529,Q15848,GPR42_HUMAN,ADIPO_HUMAN,"IMEx,IntAct",
CPI-SS0AB0604B5,P29320,P52797,EPHA3_HUMAN,EFNA3_HUMAN,curated,PMID: 15114347
CPI-SS0AB21032D,O15031,Q9C0C4,PLXB2_HUMAN,SEM4C_HUMAN,curated,uniprot
CPI-SS0AB647854,O15354,P07602,GPR37_HUMAN,SAP_HUMAN,guidetopharmacology.org,
CPI-SS0ABC5C1B8,P04233,P14174,HG2A_HUMAN,MIF_HUMAN,"I2D,InnateDB-All",
CPI-SS0ABD11350,HLAC,P43626,HLAC,KI2L1_HUMAN,curated,PMID: 28484462
CPI-SS0ABF41CAA,P42830,Q16570,CXCL5_HUMAN,ACKR1_HUMAN,I2D,
CPI-SS0AC594A8E,O60258,P22455,FGF17_HUMAN,FGFR4_HUMAN,I2D,
CPI-SS0AC66088D,P06731,P15813,CEAM5_HUMAN,CD1D_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/24104458
CPI-SS0ACCAC836,Q9NSD7,Q9Y5Q6,RL3R1_HUMAN,INSL5_HUMAN,guidetopharmacology.org,
CPI-SS0ACD3CCEE,P01241,P10912,SOMA_HUMAN,GHR_HUMAN,guidetopharmacology.org,
CPI-SS0ACD487F0,P32004,P32004,L1CAM_HUMAN,L1CAM_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/18701456/
CPI-SS0AD0ED887,O00300,P50591,TR11B_HUMAN,TNF10_HUMAN,curated,uniprot
CPI-SS0ADA38C78,O00590,P80098,ACKR2_HUMAN,CCL7_HUMAN,curated,PMID: 24218476
CPI-SS0ADA587B4,P08138,P20783,TNR16_HUMAN,NTF3_HUMAN,curated,uniprot
CPI-SS0ADC886E5,P13236,P51685,CCL4_HUMAN,CCR8_HUMAN,I2D,
CPI-SS0AE4CF4E7,O00590,P13501,ACKR2_HUMAN,CCL5_HUMAN,curated,PMID: 24218476
CPI-SS0AEC33FF1,O00626,P27487,CCL22_HUMAN,DPP4_HUMAN,curated,PMID: 24218476
CPI-SS0AECC113F,O15520,P21802,FGF10_HUMAN,FGFR2_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0AFC7BACF,Q8IZF4,Q92520,AGRG5_HUMAN,FAM3C_HUMAN,InnateDB-All,
CPI-SS0AFE077D8,O00590,P13236,ACKR2_HUMAN,CCL4_HUMAN,curated,PMID: 24218476
CPI-SS0B01CF3AB,P07333,P09603,CSF1R_HUMAN,CSF1_HUMAN,curated,uniprot
CPI-SS0B01D306C,P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,curated,PMID: 24218476
CPI-SS0B02DE712,P00533,Q02297,EGFR_HUMAN,NRG1_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0B0AC1603,O00175,P51677,CCL24_HUMAN,CCR3_HUMAN,curated,PMID: 24218476
CPI-SS0B0CF0EDF,O95150,Q93038,TNF15_HUMAN,TNR25_HUMAN,guidetopharmacology.org,
CPI-SS0B0E09B1C,P16410,P42081,CTLA4_HUMAN,CD86_HUMAN,curated,antigen-stimulated T cells become anergic. Reviewed in PMID: 23954143
CPI-SS0B0E74BC0,P47211,Q9UBC7,GALR1_HUMAN,GALP_HUMAN,guidetopharmacology.org,
CPI-SS0B186A32C,P51681,P80098,CCR5_HUMAN,CCL7_HUMAN,curated,PMID: 24218476
CPI-SS0B1AB068C,P04629,P06744,NTRK1_HUMAN,G6PI_HUMAN,InnateDB-All,
CPI-SS0B1F94CD2,P01189,P41968,COLI_HUMAN,MC3R_HUMAN,guidetopharmacology.org,
CPI-SS0B26EEF21,O95393,Q8TDT2,BMP10_HUMAN,GP152_HUMAN,"IMEx,IntAct",
CPI-SS0B27088B4,P30988,P35318,CALCR_HUMAN,ADML_HUMAN,guidetopharmacology.org,
CPI-SS0B2979A10,P46092,Q9Y4X3,CCR10_HUMAN,CCL27_HUMAN,curated,PMID: 24218476
CPI-SS0B2D5BA95,P41221,Q9UP38,WNT5A_HUMAN,FZD1_HUMAN,curated,PMID: 24032637
CPI-SS0B337B316,Q02763,Q15389,TIE2_HUMAN,ANGP1_HUMAN,curated,uniprot
CPI-SS0B34CBA4B,O43921,P21709,EFNA2_HUMAN,EPHA1_HUMAN,curated,PMID: 15114347
CPI-SS0B3829651,Q8N126,Q9H4G0,CADM3_HUMAN,E41L1_HUMAN,curated,uniprot
CPI-SS0B42AD9EF,P46531,P56705,NOTC1_HUMAN,WNT4_HUMAN,I2D,
CPI-SS0B537DD3F,P06731,P13688,CEAM5_HUMAN,CEAM1_HUMAN,curated,Induces NK Cell Inhibition. Reviewed in PMID:24987108
CPI-SS0B6643F31,P46094,P47992,XCR1_HUMAN,XCL1_HUMAN,curated,PMID: 24218476
CPI-SS0B6F0C894,Q14126,Q14574,DSG2_HUMAN,DSC3_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/27298358
CPI-SS0B70EB09E,P04085,P16234,PDGFA_HUMAN,PGFRA_HUMAN,curated,uniprot
CPI-SS0B784A03E,P22362,P51685,CCL1_HUMAN,CCR8_HUMAN,curated,PMID: 24218476
CPI-SS0B7A7E932,P48146,Q8N729,NPBW2_HUMAN,NPW_HUMAN,guidetopharmacology.org,
CPI-SS0B7BC0E4D,O00175,P41597,CCL24_HUMAN,CCR2_HUMAN,guidetopharmacology.org,
CPI-SS0B8083B44,P56706,Q9ULV1,WNT7B_HUMAN,FZD4_HUMAN,curated,PMID: 24032637
CPI-SS0B81F1BF5,P01375,Q9C0C4,TNFA_HUMAN,SEM4C_HUMAN,InnateDB-All,
CPI-SS0B84DAE3D,P15151,P40200,PVR_HUMAN,TACT_HUMAN,curated,uniprot
CPI-SS0B87FE6E0,P46531,P78504,NOTC1_HUMAN,JAG1_HUMAN,curated,PMID: 22353464
CPI-SS0B887F7AC,P32246,Q99616,CCR1_HUMAN,CCL13_HUMAN,guidetopharmacology.org,
CPI-SS0B89DD8C1,O75888,Q02223,TNF13_HUMAN,TNR17_HUMAN,curated,uniprot
CPI-SS0B990492C,Q9BY67,Q9NQS3,CADM1_HUMAN,PVRL3_HUMAN,curated,uniprot
CPI-SS0B99F22A2,P78504,Q9UM47,JAG1_HUMAN,NOTC3_HUMAN,curated,PMID: 22353464
CPI-SS0B9B3870A,P15692,P17948,VEGFA_HUMAN,VGFR1_HUMAN,curated,uniprot
CPI-SS0B9DC75DD,O43557,O95407,TNF14_HUMAN,TNF6B_HUMAN,curated,uniprot
CPI-SS0B9E8C0DE,P29323,P52799,EPHB2_HUMAN,EFNB2_HUMAN,curated,PMID: 15114347
CPI-SS0BA3A1C3A,P08138,P34130,TNR16_HUMAN,NTF4_HUMAN,curated,uniprot
CPI-SS0BA601DC4,P23560,Q16620,BDNF_HUMAN,NTRK2_HUMAN,curated,uniprot
CPI-SS0BA87E94E,Q6UXV0,Q99988,GFRAL_HUMAN,GDF15_HUMAN,guidetopharmacology.org,
CPI-SS0BAB460FF,O15123,Q02763,ANGP2_HUMAN,TIE2_HUMAN,curated,uniprot
CPI-SS0BC7CD11B,O00182,P08581,LEG9_HUMAN,MET_HUMAN,InnateDB-All,
CPI-SS0BC884A75,P83859,Q96P65,OX26_HUMAN,QRFPR_HUMAN,guidetopharmacology.org,
CPI-SS0BC9F7E9E,O60258,P22607,FGF17_HUMAN,FGFR3_HUMAN,I2D,
CPI-SS0BCCDFA7A,P43490,Q14627,NAMPT_HUMAN,I13R2_HUMAN,InnateDB-All,
CPI-SS0BD5C2A23,Q02297,Q15303,NRG1_HUMAN,ERBB4_HUMAN,curated,uniprot
CPI-SS0BD9F32BA,O00182,Q14118,LEG9_HUMAN,DAG1_HUMAN,InnateDB-All,
CPI-SS0BDA7A63E,P48145,Q8N729,NPBW1_HUMAN,NPW_HUMAN,guidetopharmacology.org,
CPI-SS0BDC04683,P13688,P16581,CEAM1_HUMAN,LYAM2_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/1378450
CPI-SS0BDD10277,P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/27455421
CPI-SS0BE567EFB,P22466,P47211,GALA_HUMAN,GALR1_HUMAN,guidetopharmacology.org,
CPI-SS0BE6DBE1A,P01189,P33032,COLI_HUMAN,MC5R_HUMAN,guidetopharmacology.org,
CPI-SS0BE8BE8E9,O00590,P80075,ACKR2_HUMAN,CCL8_HUMAN,curated,PMID: 24218476
CPI-SS0BEAB521F,P29320,P52803,EPHA3_HUMAN,EFNA5_HUMAN,curated,PMID: 15114347
CPI-SS0BF3ED143,P21802,P22607,FGFR2_HUMAN,FGFR3_HUMAN,"IMEx,InnateDB-All",
CPI-SS0BF490275,P11362,Q9UEF7,FGFR1_HUMAN,KLOT_HUMAN,I2D,
CPI-SS0BF9FA3F2,P21860,Q02297,ERBB3_HUMAN,NRG1_HUMAN,curated,uniprot
CPI-SS0BFB29A42,O15031,P21246,PLXB2_HUMAN,PTN_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0BFD8E056,P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,curated,PMID: 15114347
CPI-SS0C03F7CDC,P15692,P35968,VEGFA_HUMAN,VGFR2_HUMAN,curated,uniprot
CPI-SS0C090A257,P10147,P51681,CCL3_HUMAN,CCR5_HUMAN,curated,PMID: 15251452
CPI-SS0C0A61F92,O15031,Q9NTN9,PLXB2_HUMAN,SEM4G_HUMAN,curated,uniprot
CPI-SS0C0E2C69C,P01189,Q01718,COLI_HUMAN,ACTHR_HUMAN,I2D,
CPI-SS0C10824C7,P00533,Q99075,EGFR_HUMAN,HBEGF_HUMAN,curated,uniprot
CPI-SS0C17BB772,P12318,Q07325,FCG2A_HUMAN,CXCL9_HUMAN,"IMEx,IntAct",
CPI-SS0C1BD22BC,P10451,P35408,OSTP_HUMAN,PE2R4_HUMAN,"IMEx,MINT",
CPI-SS0C1F25516,P01732,P06731,CD8A_HUMAN,CEAM5_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/24104458
CPI-SS0C2000B56,P01298,Q15761,PAHO_HUMAN,NPY5R_HUMAN,guidetopharmacology.org,
CPI-SS0C23EF34B,P13591,P39905,NCAM1_HUMAN,GDNF_HUMAN,I2D,
CPI-SS0C2437E0D,O43927,P32302,CXL13_HUMAN,CXCR5_HUMAN,curated,PMID: 24218476
CPI-SS0C2561156,P09544,Q9ULV1,WNT2_HUMAN,FZD4_HUMAN,curated,PMID: 24032637
CPI-SS0C28FEC7D,O75888,Q92956,TNF13_HUMAN,TNR14_HUMAN,"I2D,InnateDB-All",
CPI-SS0C2A73A10,P11487,P22607,FGF3_HUMAN,FGFR3_HUMAN,I2D,
CPI-SS0C321CE6D,P25090,P49913,FPR2_HUMAN,CAMP_HUMAN,guidetopharmacology.org,
CPI-SS0C412B7DE,P32970,Q02223,CD70_HUMAN,TNR17_HUMAN,InnateDB-All,
CPI-SS0C491A3C1,P02775,P25025,CXCL7_HUMAN,CXCR2_HUMAN,curated,PMID: 24218476
CPI-SS0C4D54E39,Q9UM47,Q9Y219,NOTC3_HUMAN,JAG2_HUMAN,curated,PMID: 22353464
CPI-SS0C4E86714,P20333,P28799,TNR1B_HUMAN,GRN_HUMAN,"IMEx,InnateDB-All,MINT",
CPI-SS0C4FA643F,P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,curated,activating interaction. uniprot & PMID: 26697006
CPI-SS0C56C483F,P41221,Q9H6X2,WNT5A_HUMAN,ANTR1_HUMAN,InnateDB-All,
CPI-SS0C5E9FBFB,Q15223,Q9NQS3,PVRL1_HUMAN,PVRL3_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/12740392/
CPI-SS0C62E5DD8,P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,curated,PMID: 24218476
CPI-SS0C6311D2D,P16619,P51677,CL3L1_HUMAN,CCR3_HUMAN,curated,PMID: 24218476
CPI-SS0C6448B94,P01584,P07550,IL1B_HUMAN,ADRB2_HUMAN,I2D,
CPI-SS0C694CB44,P15692,Q13224,VEGFA_HUMAN,NMDE2_HUMAN,I2D,
CPI-SS0C7012011,P25024,P54577,CXCR1_HUMAN,SYYC_HUMAN,guidetopharmacology.org,
CPI-SS0C7833961,P01222,P16473,TSHB_HUMAN,TSHR_HUMAN,I2D,
CPI-SS0C7915758,P25025,P80162,CXCR2_HUMAN,CXCL6_HUMAN,curated,PMID: 24218476
CPI-SS0C849D294,Q5H8A3,Q9GZQ4,NMS_HUMAN,NMUR2_HUMAN,guidetopharmacology.org,
CPI-SS0C84DF380,P32246,Q16663,CCR1_HUMAN,CCL15_HUMAN,curated,uniprot
CPI-SS0C85BC9AF,P07225,P30530,PROS_HUMAN,UFO_HUMAN,guidetopharmacology.org,
CPI-SS0C875BA24,O43921,P29320,EFNA2_HUMAN,EPHA3_HUMAN,curated,PMID: 15114347
CPI-SS0C8A09915,P01282,P32241,VIP_HUMAN,VIPR1_HUMAN,guidetopharmacology.org,
CPI-SS0C916344D,P01185,P30559,NEU2_HUMAN,OXYR_HUMAN,I2D,
CPI-SS0C9696AAA,O95727,Q9BY67,CRTAM_HUMAN,CADM1_HUMAN,curated,uniprot
CPI-SS0C98C08DA,P41597,Q99616,CCR2_HUMAN,CCL13_HUMAN,curated,PMID: 24218476
CPI-SS0CA020C34,P56705,Q9UP38,WNT4_HUMAN,FZD1_HUMAN,I2D,
CPI-SS0CB2E8B21,P51671,Q9NPB9,CCL11_HUMAN,ACKR4_HUMAN,I2D,
CPI-SS0CB4F2FE4,P01127,Q8WXG9,PDGFB_HUMAN,GPR98_HUMAN,InnateDB-All,
CPI-SS0CB6968B9,P09038,Q8N441,FGF2_HUMAN,FGRL1_HUMAN,I2D,
CPI-SS0CB863B46,P41221,Q15262,WNT5A_HUMAN,PTPRK_HUMAN,InnateDB-All,
CPI-SS0CBA3DA0D,P51677,P80098,CCR3_HUMAN,CCL7_HUMAN,curated,PMID: 24218476
CPI-SS0CBAA9BCC,HLAA,P43629,HLAA,KI3L1_HUMAN,curated,uniprot
CPI-SS0CBC7840D,P08575,P20273,PTPRC_HUMAN,CD22_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/12115612/
CPI-SS0CC136A8D,O00253,P33032,AGRP_HUMAN,MC5R_HUMAN,guidetopharmacology.org,
CPI-SS0CC5DCE80,P12830,Q96E93,CADH1_HUMAN,KLRG1_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3030123/
CPI-SS0CC738ABC,O14625,P27487,CXL11_HUMAN,DPP4_HUMAN,curated,PMID: 24218476
CPI-SS0CC898553,P21802,Q15256,FGFR2_HUMAN,PTPRR_HUMAN,InnateDB-All,
CPI-SS0CCB8E3D3,Q8NHW4,Q96P66,CC4L_HUMAN,GP101_HUMAN,"IMEx,IntAct",
CPI-SS0CCCF7C69,O43157,Q92854,PLXB1_HUMAN,SEM4D_HUMAN,curated,PMID: 22325954
CPI-SS0CCD89E02,O15444,Q9NPB9,CCL25_HUMAN,ACKR4_HUMAN,curated,PMID: 24218476
CPI-SS0CCDBBBC0,P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/24743304
CPI-SS0CDAC688B,P19875,P27487,CXCL2_HUMAN,DPP4_HUMAN,curated,PMID: 24218476
CPI-SS0CF0E4DE9,P13500,P41597,CCL2_HUMAN,CCR2_HUMAN,curated,PMID: 24218476
CPI-SS0D00AAD2F,Q13591,Q9ULL4,SEM5A_HUMAN,PLXB3_HUMAN,curated,uniprot
CPI-SS0D0252D87,P30530,Q13261,UFO_HUMAN,I15RA_HUMAN,I2D,
CPI-SS0D03910A0,O43603,Q9UBC7,GALR2_HUMAN,GALP_HUMAN,guidetopharmacology.org,
CPI-SS0D04AE221,P19876,P25024,CXCL3_HUMAN,CXCR1_HUMAN,I2D,
CPI-SS0D1AE5C79,P22607,P54764,FGFR3_HUMAN,EPHA4_HUMAN,"I2D,InnateDB-All",
CPI-SS0D1D95883,P13236,P51681,CCL4_HUMAN,CCR5_HUMAN,curated,uniprot
CPI-SS0D22A09AD,O60462,P49763,NRP2_HUMAN,PLGF_HUMAN,curated,uniprot
CPI-SS0D2539AEB,P25089,Q9NRV9,FPR3_HUMAN,HEBP1_HUMAN,guidetopharmacology.org,
CPI-SS0D26F639E,P43628,Q07325,KI2L3_HUMAN,CXCL9_HUMAN,"IMEx,IntAct",
CPI-SS0D34B5517,O00590,Q9Y4X3,ACKR2_HUMAN,CCL27_HUMAN,I2D,
CPI-SS0D377BBBF,P18509,P27487,PACA_HUMAN,DPP4_HUMAN,"InnateDB-All,MINT",
CPI-SS0D37C7C70,P80370,Q99466,DLK1_HUMAN,NOTC4_HUMAN,curated,PMID: 22353464
CPI-SS0D3A5646A,P04808,Q8WXD0,REL1_HUMAN,RXFP2_HUMAN,guidetopharmacology.org,
CPI-SS0D3C90DDA,O95389,Q92673,WISP3_HUMAN,SORL_HUMAN,InnateDB-All,
CPI-SS0D41C7AF5,P54762,Q15768,EPHB1_HUMAN,EFNB3_HUMAN,curated,PMID: 15114347
CPI-SS0D41E15AC,O15552,O95393,FFAR2_HUMAN,BMP10_HUMAN,"IMEx,IntAct",
CPI-SS0D449DE26,O43193,Q9UBU3,MTLR_HUMAN,GHRL_HUMAN,"I2D,InnateDB-All",
CPI-SS0D46E2B45,P10600,Q03167,TGFB3_HUMAN,TGBR3_HUMAN,curated,uniprot
CPI-SS0D4BF6CA3,P26842,P32970,CD27_HUMAN,CD70_HUMAN,curated,activating interaction for NK and T cells. uniprot & PMID: 26697006
CPI-SS0D4C221B8,P05362,P15514,ICAM1_HUMAN,AREG_HUMAN,InnateDB-All,
CPI-SS0D4CA5D92,O76093,P22455,FGF18_HUMAN,FGFR4_HUMAN,I2D,
CPI-SS0D4F593F1,P41221,Q15375,WNT5A_HUMAN,EPHA7_HUMAN,InnateDB-All,
CPI-SS0D529E576,Q13224,Q14005,NMDE2_HUMAN,IL16_HUMAN,I2D,
CPI-SS0D53B88CC,P27037,P55103,AVR2A_HUMAN,INHBC_HUMAN,curated,PMID: 22710174
CPI-SS0D57FCA8C,P14735,P55773,IDE_HUMAN,CCL23_HUMAN,InnateDB-All,
CPI-SS0D5C54214,P01374,Q13546,TNFB_HUMAN,RIPK1_HUMAN,"IMEx,InnateDB-All,MINT",
CPI-SS0D5DBB634,P52797,Q15375,EFNA3_HUMAN,EPHA7_HUMAN,curated,PMID: 15114347
CPI-SS0D5E1C3D2,P48145,Q8NG41,NPBW1_HUMAN,NPB_HUMAN,guidetopharmacology.org,
CPI-SS0D5E30C6C,P56975,Q15303,NRG3_HUMAN,ERBB4_HUMAN,curated,uniprot
CPI-SS0D636A374,P09038,P22607,FGF2_HUMAN,FGFR3_HUMAN,curated,uniprot
